Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
PI320500451022582540406784,LA320500449153352123551744,张家港鑫宏顺暖通设备有限公司未按照规定如实告知有关的安全生产事项案,"张家港鑫宏顺暖通设备有限公??""USER3205332","USER3205338""",监察大队,,WS320500449578406124720128,1147177,USER3205323,,USER3205346,02:44.0,48:41.0,,2,320500,02:44.0,13:25.0,320500,i,84bb1edc-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585598819213607440384,LA320585590926428866875392,"太仓众广机械装备有限公司从业人员违反操作规程作业??李盛??""USER3205421","USER3205419""",沙溪??,WS320585598519230563880960,1259990,USER320585479284006546837504,,USER320585536499964797259776,13:47.0,15:06.0,,2,320500,13:47.0,48:02.0,320500,u,0e11417b-1809-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500694112606671081472,LA320500693409574195040256,"江苏南阳耐斯摩汽车配件有限公司违反安全管理规定作??江苏南阳耐斯摩汽车配件有限公??""USER320500427516048808349696","USER320500427516199006375936""",杨舍镇综合行政执法局,,WS320500694111628785881088,6006188,USER320500542716279400697856,,USER320500427527195477413888,15:42.0,10:44.0,,2,320500,15:42.0,37:52.0,320500,u,8ab4ef44-e6b3-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500684768221500280832,LA320500677919445535952896,吴江市万润机械厂未采取措施消除事故隐患案,吴江市万润机械厂,"2d72afcb-3dbb-4f86-9dd2-4fac362bb036,ade2eeee-5a61-4284-84f1-a3fe781ab9f0",横扇街道综合执法局,,WS320500684768050892771328,5760455,179da098-483e-4196-affb-aa6c109d70d1,,USER320500449518134584414208,24:27.0,11:08.0,,2,320500,24:27.0,24:49.0,320500,u,3efba1e0-d245-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500466553614161154048,LA320500462663424082448384,苏州思纳福医疗科技有限公司未按照规定对从业人员进行安全生产教育和培训等违法事项??苏州思纳福医疗科技有限公司,"USER3205049MANUAL,USER3205053MANUAL",独墅湖科教创新区,,WS320500466550056321814528,1429310,USER3205006MANUAL,USER3205047MANUAL,USER3205039MANUAL,37:31.0,48:52.0,,2,320500,37:31.0,20:36.0,320500,u,2e8dbcdf-f933-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585880438114269532160,LA320585875367993415045120,太仓市乐雁金属制品有限公司未与承租单位签订专门的安全生产管理协议也未在租赁合同中明确各自的安全生产管理职责案,"姚建??""USER320500343703295648337920","USER320585814491250009837568""",港区,,WS320585880400558572179456,2298217,USER320585479284006546837504,,USER3205426,06:45.0,13:09.0,,2,320500,06:45.0,51:26.0,320500,i,f4faffff-7a9a-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500762269736993034240,LA320500744200615319572480,苏州爱和特科技有限公司未如实记录安全生产教育培训记录提供了安全生产事故应急救援预案，未能提供2022年应急救援预案演练案,苏州爱和特科技有限公司,"USER3205210,USER320500337233982863183872",苏州市相城区澄阳街道办事??,WS320500762269227036971008,7210385,USER320500643123612752023552,,USER320500469070145285787648,07:49.0,13:06.0,USER320500469070145285787648,2,320500,16:45.0,18:47.0,320500,i,dec1829b-7a6d-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581579320915041456128,LA320581578966710380400640,常熟市联发制笔零件表面处理有限公司未为从业人员提供符合国家标准或者行业标准的劳动防护用品；生产经营单位主要负责人、安全管理人员违反安全管理规定案,"常熟市联发制笔零件表面处理有限公??""USER320500371253142563590144","USER320500312259049762590720""",莫城街道,,WS320581579319490014089216,1459534,USER3205275,,USER320505429203723726622720,54:30.0,15:51.0,,2,320500,54:30.0,28:54.0,320500,u,5fc519f8-ed9a-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500868145521393405952,LA320500866248608377212928,苏州云川金属材料科技有限公司生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业案,苏州云川金属材料科技有限公司,"dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,USER320500652074753829376000",黎里镇综合执法局,,WS320500868071545170300928,8462487,USER320500669986972097318912,,USER320500447746803643715584,00:23.0,59:13.0,,2,320500,00:23.0,01:35.0,320500,i,57ec6795-5fe3-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500698210403414446080,LA320500690868658024484864,苏州伟熙国际商贸有限公司未对承租单位的安全生产统一协调、管理案,苏州伟熙国际商贸有限公司,"USER320500424987668212879360,USER320500424987804733280256",淀山湖镇综合执法局,,WS320500698177690745704448,6047834,USER320500424987534552993792,,USER320500424987022277480448,38:53.0,35:40.0,,2,320500,38:53.0,39:50.0,320500,i,5c437090-ef58-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500379206282277556224,LA320500377816267140108288,苏州犇达精密机械有限公司未将事故隐患排查治理情况如实记录未按照规定对从业人员进行安全生产教育和培训案,苏州犇达精密机械有限公司,"USER3205207,USER320500327488270776668160",望亭镇综合行政执法局,,WS320500379196657595584512,597461,USER320500327488098780844032,,USER320500280477721807556608,50:24.0,50:24.0,,2,1,12:19.0,12:19.0,320500,i,f370e1b2-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500470512456607731712,LA320500467294850157383680,吴江市亨达机械配件有限责任公司吊运铝水熔融有色金属及渣的起重机不符合冶金起重机的相关要求除尘系统采用正压吹送粉尘，且未采取可靠的防范点燃源的措施（现场??台手持式铝粉打磨工位??套铝粉除尘设备，采用正压吹送粉尘，周围电气设施均不符合防爆要求）吊运浇注包的龙门钩横梁、耳轴销和吊钩等零件，未进行定期探伤检查案,"吴江市亨达机械配件有限责任公??""ade2eeee-5a61-4284-84f1-a3fe781ab9f0","2d72afcb-3dbb-4f86-9dd2-4fac362bb036""",横扇街道综合执法局,,WS320500470270062939344896,1591454,USER320500449518395868581888,,USER320500449518134584414208,48:32.0,48:56.0,,2,320500,48:32.0,49:01.0,320500,i,84bc205b-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500612978492551729152,LA320500610135275045130240,张家港市艾尔环保工程有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业案,张家港市艾尔环保工程有限公司,"USER320500281743963797327872,USER320500483317590077214720",监察大队,,WS320500611951765742424064,4459792,USER3205323,USER320500281743963797327872,USER320500504700665809866752,57:42.0,14:24.0,,2,320500,57:42.0,,320500,i,8180bff5-36ae-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500812973139582521344,LA320500811877582160007168,苏州金陵材料工程科技有限公司未采取措施消除事故隐患（干式除尘系统未采取泄爆、惰化、抑爆等任一种爆炸防控措施）??苏州金陵材料工程科技有限公司,"USER320500637966195697389568,USER320500281743963797327872,USER320500483317590077214720",执法大队,,WS320500812621429999669249,7818382,USER3205323,,USER320500504700665809866752,05:02.0,10:50.0,USER320500504700665809866752,2,320500,58:00.0,24:36.0,320500,u,fe18249d-e870-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500625361100921114624,LA320500614115601345941504,"苏州德立佳玻璃制品有限公司生产经营场所未设有符合紧急疏散需要、标志明显、保持畅通的出口、疏散通道??苏州德立佳玻璃制品有限公??""USER320500326018879727865856","USER3205216""",苏州市相城区黄桥街道办事??,WS320500622745176145661952,4625153,USER320500339695750965366784,,USER320500326017074054828032,01:46.0,13:49.0,,2,320500,01:46.0,37:32.0,320500,u,20b1c1dc-5166-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500578859403797598208,LA320500568796063167680512,张家港市锦丰新瑞销五金加工厂违反操作规程作业案,"张家港市锦丰新瑞销五金加工??""USER3205334","USER3205335""",锦丰镇综合行政执法局,,WS320500578593814160084992,3406517,USER320500427428888545595392,,USER320500427428229779820544,20:38.0,28:50.0,,2,320500,20:38.0,30:22.0,320500,i,3560a801-ecd1-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500342331137604980736,LA320500340887248348123136,南通巨大机械制造有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业，并且进行危险作业，未履行安全管理职责案,"南通巨大机械制造有限公??""USER3205333","USER3205358""",监察大队,,WS320500341209355397369856,264713,USER3205323,,USER3205346,41:44.0,58:35.0,,2,1,43:48.0,43:48.0,320500,u,f3703177-b305-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500811892031600201728,LA320500807269182763700224,张家港市惠泰化纤有限公司未与承租单位签订专门的安全生产管理协议且未在租赁合同中明确各自的安全生产管理职责??张家港市惠泰化纤有限公司,"USER320500637977701335961600,USER3205342",执法大队,,WS320500809049282156957696,7773824,USER3205323,,USER320500504700665809866752,29:06.0,29:38.0,,2,320500,29:06.0,32:20.0,320500,u,7f90743b-e615-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500527856471988244480,LA320500527839023553581056,周文林违反安全管理规定作业案,"周文??""USER3205330","USER320500408295762842095616""",南丰镇综合行政执法局,,WS320500527855116196253696,2805833,USER320500408289302779269120,,USER320500408288148305481728,33:11.0,32:07.0,,2,320500,33:11.0,43:01.0,320500,i,ce31525e-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320505703988393503100928,LA320505698820638990667776,苏州华电思尔热工设备有限公司安全出口锁闭??包俊,"USER320500282564897215090688,USER3205093",枫桥街道安监??,WS320505703988262758256640,1144288,USER320500383257421998460928,,USER3205094,18:33.0,18:33.0,,2,320500,18:33.0,19:47.0,320500,i,01d2d4f6-fbeb-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320505469434922134671360,LA320505464400260303687680,苏州巨磁功能材料有限公司生产经营单位未对安全设备进行经常性维护、保养和定期检测、锁闭生产经营场所出口??苏州巨磁功能材料有限公司,"USER3205087,USER3205086",科技城（东渚街道）安监办,,WS320505469434601870200832,798632,USER320500383257421998460928,,USER320500325992025868472320,26:48.0,49:46.0,,2,320500,,,320500,i,84bf8596-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500472417493839777792,LA320500470565628172832768,苏州天顺模具配件有限公司储气罐压力表未检测配电箱盖板缺失，无警示标识??苏州天顺模具配件有限公司,"USER320500432177065769308160,USER320500432176843936763904",八坼街道综合执法局,,WS320500472417028355919872,1638469,USER320500457127663006388224,,USER320500452084076443078656,58:29.0,48:58.0,,2,320500,58:29.0,59:22.0,320500,u,d4be8961-05c5-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585594901588674351104,LA320585593487511188148224,"龙帛生物科技有限公司安全生产管理人员未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）??徐坚??""USER320585581169019776667648","USER3205389""",危化中队,,WS320585594851237271179264,1264681,USER320585479284006546837504,,USER3205404,46:32.0,13:19.0,USER3205404,2,320500,37:15.0,50:20.0,320500,u,7cd59a20-0f64-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500755112727923396608,LA320500753936011410542592,昆山鸿朔精密机械有限公司未对安全设备进行定期检测案,昆山鸿朔精密机械有限公司,"USER320500283044230257971200,USER320500283043866221744128",花桥综合行政执法局,,WS320500755112521874018304,7156509,USER320500669931300295020544,,USER320500432874747710148608,08:25.0,03:32.0,,2,320500,08:25.0,09:04.0,320500,i,9194e640-6ab6-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581982646190350798848,LA320581954308997819666432,江苏瑞赛科物流科技有限公司违反操作规程和安全管理规定作业案,"陈仙??""USER320500284028591241433088","USER320500284029374368321536""",尚湖??,WS320581982590285114511360,,USER320500327025027000045568,,USER320500327046137649303552,05:09.0,05:09.0,,2,320500,05:09.0,13:11.0,320500,i,aba94177-5832-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585862329424572321792,LA320585860835484853604352,讯极科技（苏州）有限公司将场所出租未履行相关安全生产职责案,讯极科技（苏州）有限公司,"USER320500287578151817580544,USER320585369120109328863232",城厢??,WS320585862289151314104320,2257107,USER320585479284006546837504,USER320500287578151817580544,USER320585391600214043004928,49:17.0,14:03.0,,2,320500,49:17.0,,320500,u,b3d8a4c5-5350-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500436101927399329792,LA320500433652693978845184,"苏州华而多电子材料有限公司企业员工违反操作规程作业??徐德??""USER320500283063522940686336","USER320500424961021979922432""",千灯镇综合行政执法局,,WS320500436101764337373184,938888,USER320500283064011837149184,,USER320500283062886438277120,53:23.0,48:33.0,,2,320500,53:23.0,53:42.0,320500,i,84ba930b-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581645651452282277888,LA320581629964988802404352,常熟新锦能钢管有限公司生产经营单位未如实记录安全生产教育和培训情况（抽查三位员工张益新、石妹、陈江的教育培训台账，见三级教育培训卡，无培训时间、日期、教育者签名等）案,"常熟新锦能钢管有限公??""USER320500283966300294746112","USER320505459024200716259328""",东南街道,,WS320581630341318899404800,1804260,USER320500283965540211363840,,USER320500327486434418102272,48:23.0,13:03.0,,2,320500,48:23.0,57:26.0,320500,i,62223ce4-7d67-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500794205140662882304,LA320500789785303970746368,苏州硕玛铝业有限公司未采取措施消除事故隐患案,苏州硕玛铝业有限公司,"2d72afcb-3dbb-4f86-9dd2-4fac362bb036,USER320500784808192881201152",横扇街道综合执法局,,WS320500794204627909218304,7669561,ade2eeee-5a61-4284-84f1-a3fe781ab9f0,,USER320500449518134584414208,07:42.0,11:45.0,,2,320500,07:42.0,08:49.0,320500,i,67a55f41-bf94-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585872780389205151744,LA320585866347034351767552,苏州贺财机械有限公司??.5”起重伤害事故案,苏州贺财机械有限公司,"USER320585371676593141059584,USER3205397",四中??,WS320585872778825828667392,2279905,USER320585479284006546837504,,USER3205396,57:41.0,13:31.0,,2,320500,57:41.0,52:42.0,320500,i,7d46d782-6a1a-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585897787397431889920,LA320585890597121839861760,太仓市雪亮金属制品有限公司安全出口未保持畅通案,刘昆,"USER3205392,USER320500282816791439216640",一中队,,WS320585897786262738440192,,USER320585479284006546837504,,USER3205392,06:37.0,12:05.0,,2,320500,06:37.0,30:52.0,320500,u,e3b5cfc6-a052-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581891269461116456960,LA320581886267670347911168,常熟魔创科技有限公司员工违反操作规程??常熟魔创科技有限公司,"USER320500283966300294746112,USER320581678975422167257088",东南街道,,WS320581886545083304775680,2889527,USER320581672127112802471936,,USER320500327486434418102272,26:40.0,12:23.0,,2,320500,26:40.0,35:41.0,320500,u,e9bd7945-922d-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500462277047578791936,LA320500461564215845457920,"苏州金志弘精密机械股份有限公司未按规定上报事故隐患排查治理统计分析表??苏州金志弘精密机械股份有限公??""USER320500437645997963743232","USER320500437646546725507072""",苏州市相城区渭塘镇人民政??,WS320500462276657244278784,1400017,USER320500448781815260385280,,USER320500448782244308324352,23:58.0,48:49.0,,2,320500,23:58.0,58:34.0,320500,u,31c3f161-efc5-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320500923524392904822784,LA320500910489660457750528,吴江市震溶化工有限公司违反操作规程进行作业案,"徐建??""USER320500785162257301508096","USER320500446746482834411520""",震泽镇综合行政执法和安全生产监督管理办公??,WS320500923521803786129408,,USER320500758690571517693952,,USER320500466183594923003904,36:15.0,10:40.0,,2,320500,36:15.0,19:45.0,320500,u,9d65dfde-d81d-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500826813144314679296,LA320500824584614830936064,苏州飞睿纺织有限公司未对承包单位、承租单位的安全生产工作统一协调、管理案,苏州飞睿纺织有限公司,"c9b3effa-072f-4ef7-afde-c6ca2e4e9bf0,USER320500643124777086619648",盛泽镇综合执法局,,WS320500826811489644974080,7996124,USER320500449495934510829568,,USER320500505740908331798528,40:16.0,10:12.0,,2,320500,40:16.0,50:59.0,320500,i,446548f5-064d-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320506548793908163776512,LA320506548167654502830080,苏州帝凯维动物营养有限公司生产经营单位未如实记录安全生产教育和培训情况案,"苏州帝凯维动物营养有限公??""USER3205157","USER320506410876440750329856""",临湖??,WS320506548789337811062784,1077355,USER320506410862848504238080,USER320506410863499502161920,USER3205156,11:05.0,13:56.0,,2,320500,11:05.0,17:22.0,320500,i,cc599a5b-ab93-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500731471275821633536,LA320500726776792118988800,苏州工业园区嘉宝生化科技有限公司安全管理负责人未与承租单位签订专门的安全管理协议且未在租赁合同中明确各自的安全生产管理职责案,"贾银??""USER3205036MANUAL",USER3205038MANUAL,"USER3205026MANUAL""",高端制造与国际贸易区应急管理局,,WS320500731468194702692352,6716248,USER3205006MANUAL,USER3205024MANUAL,USER3205019MANUAL,25:43.0,14:26.0,,2,320500,25:43.0,22:32.0,320500,i,d3fbc0c8-37a2-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??
PI320581612657333171916800,LA320581583976616116359168,"常熟市升申纸业有限公司生产经营单位未将事故隐患排查治理情况如实记录（??022年隐患排查记录）生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业（卷管机防护罩未闭合）??常熟市升申纸业有限公??""USER320500284036398716030976","USER320500370602410692841472""",支塘??,WS320581612655224024207360,1705168,USER320500360118553480794112,,USER320500360121683551457280,41:32.0,14:28.0,,2,320500,41:32.0,45:38.0,320500,i,573889fd-35e5-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI3205001035125270006206464,LA3205001010107425971245056,张家港市天苑电器制造有限公司主要负责人朱建明对该单位生产车间西侧安全出口未设安全出口标志负有责任案,"朱建??""USER320500667006349623693312","USER320500807548293105061888""",塘桥镇综合行政执法局,,WS3205001033296342937505792,,USER320500427038169343463424,,USER320500427033191761580032,38:17.0,47:35.0,,2,320500,38:17.0,53:27.0,320500,u,02141597-ca1f-11f0-863a-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581837281479124848640,LA320581829305734125588480,苏州舒而佳纺织科技有限公司未定期组织应急救援预案演练案,苏州舒而佳纺织科技有限公司,"USER320505405006808139173888,USER320505421611231728635904",海虞??,WS320581829637020925038592,2679532,USER320500283988850114564096,,USER320500283986861498568704,57:42.0,15:07.0,,2,320500,57:42.0,17:06.0,320500,u,4e42f93e-1d18-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500641669877685293056,LA320500632885549249597440,昆山高新区昆山市海派环保科技有限公司??·15”触电事故案,涂锐,"USER320500283033932184686592,USER320500283034100015566848",其他执法人员,,WS320500641666883371667456,5066526,USER3205368,,USER320500283033622024294400,07:01.0,13:16.0,,2,320500,07:01.0,59:06.0,320500,i,91d4e87c-74c2-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500871333376613683200,LA320500868073080906321920,刘伟（系河北泛海建设工程有限公司现场负责人兼安全员）未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）??刘伟,"USER3205342,USER320500637969450334687232",执法大队,,WS320500870953271018131456,8484732,USER3205323,,USER320500504700665809866752,07:47.0,13:32.0,,2,320500,07:47.0,57:45.0,320500,i,d48c014c-66f5-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500632889449750990848,LA320500632211180034723840,吴江市盛泽东舟丝织厂未与承租单位签订专门的安全生产管理协议，未在租赁合同中明确各自的安全生产管理职责，且未对承包单位、承租单位的安全生产统一协调、管理（现场未见对租户的日常管理台账，企业负责人系孔凡杰）案,"孔凡??""USER320500433656426867462144","USER320500551039388423819264""",盛泽镇综合执法局,,WS320500632888993255526400,4905153,USER320500449494922026815488,,USER320500505740908331798528,36:44.0,13:36.0,,2,320500,36:44.0,05:57.0,320500,i,99d75594-61e6-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI3205851036221093855105024,LA3205851027874020223094784,太仓市众翔精密五金有限公司发现从业人员违章作业不加制止案,"罗建??""USER3205397","USER320585581169019776667648""",四中??,WS3205851036219662615973888,,USER3205393,,USER320585581169019776667648,12:42.0,28:25.0,,2,320500,12:42.0,28:26.0,320500,u,80fa2a43-cc7a-11f0-863a-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500584693288112492544,LA320500581844855362162688,索尔维－恒昌（张家港）精细化工有限公司违反《江苏省安全生产条例》进行动火作业案,"索尔维－恒昌（张家港）精细化工有限公??""USER320500358289521617408000","USER3205362""",危化品监督管理科,,WS320500584691680196694016,3718542,USER3205323,,USER3205336,42:24.0,13:58.0,USER3205336,2,320500,53:45.0,15:22.0,320500,u,daeb308a-f963-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581981484137397358592,LA320581957198161682632704,常熟市格威普气体设备有限公司未为从业人员提供符合国家标准的劳动防护用品案,常熟市格威普气体设备有限公司,"USER320500283964512015486976,USER320581785158304501338112",常福街道,,WS320581981482343569035264,,USER3205273,,USER320581712983997860286464,07:34.0,13:48.0,,2,320500,07:34.0,30:50.0,320500,i,2ce426ff-55d7-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320506690866406383685632,LA320506680373238026473472,"苏州艾尔拓机电有限公司叉车工韩卫国违反操作规程（未佩戴安全头盔，未系安全带）??苏州艾尔拓机电有限公??""USER3205144","USER320500281384838831804416""",东山??,WS320506690866095455735808,1566988,USER320506408995159179530240,,USER320506417389232181481472,16:28.0,33:56.0,,2,320500,16:28.0,54:04.0,320500,i,f9a1ae14-41d9-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320581484307015498207232,LA320581475627559262883840,索特传动设备有限公司??·9”一般机械伤害事故案,索特传动设备有限公司,"USER320500379286073525669888,USER3205284",监察大队,,WS320581484127090224926720,1058834,USER3205275,,USER3205277,23:11.0,11:36.0,USER3205277,2,320500,05:30.0,57:02.0,320500,u,4cebd04a-1fb4-11ec-bc7f-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500495998189938151424,LA320500492284690653253632,张家港市龙利鑫针纺有限公司未如实记录安全生产教育和培训情况案,"张家港市龙利鑫针纺有限公??""USER320500281766324076548096","USER320500475723701640237056""",凤凰镇综合行政执法局,,WS320500495619549740142592,2141001,USER320500281747778923663360,,USER320500281745053032910848,39:45.0,49:15.0,,2,320500,39:45.0,00:05.0,320500,u,97cea548-38d9-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500469910495344726016,LA320500465444696173318144,苏州工业园区劲马电器有限公司未将事故隐患排查治理情况如实记录等违法事项案,苏州工业园区劲马电器有限公司,"USER3205059MANUAL,USER3205069MANUAL",阳澄湖半岛旅游度假区安全生产监督管理局,,WS320500469451242158952448,1556041,USER3205006MANUAL,USER3205062MANUAL,USER3205057MANUAL,56:34.0,48:55.0,USER3205057MANUAL,2,320500,54:19.0,43:01.0,320500,u,abfd8c18-0045-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585740877126625923072,LA320585736932851118772224,太仓束捍机电科技有限公司生产经营场所未设有符合紧急疏散需要的出口??太仓束捍机电科技有限公司,"USER3205426,USER320500343703295648337920",港区,,WS320585740505549820399616,1908355,USER320585479284006546837504,,USER3205426,21:13.0,14:03.0,,2,320500,21:13.0,54:54.0,320500,i,1ef32f25-4c11-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500498147579872153600,LA320500491916766474145792,"吴江市亿成医疗器械有限公司生产经营单位安全设备的安装、使用、检测、改造和报废不符合国家标准或者行业标准（简易升降机联锁装置被关闭）??吴江市亿成医疗器械有限公??""dbb0c580-3cbf-4b66-a84b-f81d9d30c04d","b697647b-666f-4f8c-8780-92fd08f9bb10""",黎里镇综合执法局,,WS320500497718378249588736,2190639,USER320500447773818476302336,,USER320500447746803643715584,00:39.0,49:17.0,,2,320500,00:39.0,01:43.0,320500,u,95ae8bd2-3d90-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500574188179901386752,LA320500573097209671716864,吴江名门科技材料有限公司逾期未整改安全设备的安装不符合国家标准或者行业标准案,吴江名门科技材料有限公司,"USER320500433656426867462144,USER320500551039388423819264",盛泽镇综合执法局,,WS320500574182585593237504,3493248,USER320500449494922026815488,,USER320500505740908331798528,58:51.0,01:25.0,,2,320500,58:51.0,02:51.0,320500,i,0e73d960-e29a-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585527139839192076288,LA320585525300254686318592,太仓市璜泾镇勤林化纤厂（经营者：蒋勤林）未对安全设备进行定期检测案,太仓市璜泾镇勤林化纤厂（经营者：蒋勤林）,"USER3205417,USER3205397",璜泾??,WS320585526397155368243200,1034016,USER320585479284006546837504,USER3205417,USER320585443819214424248320,05:32.0,13:59.0,,2,320500,05:32.0,,320500,u,ce35951d-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320505586480076745347072,LA320505581182846098477056,陆明华（系雅马哈电子(苏州)有限公司主要负责人）未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未及时消除生产安全事故隐患）案,"陆明??""USER3205055","USER320500370992132351070208""",基础监管??,WS320505586477943253897216,977473,USER320500383257421998460928,USER3205055,USER3205055,02:28.0,13:39.0,,2,320500,02:28.0,27:06.0,320500,u,aeaf93dc-fd51-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320585728563899762216960,LA320585726380275025580032,"太仓市宏大塑胶五金有限公司生产经营场所未设有符合紧急疏散需要的出口??周智??""USER3205392","USER320500282816791439216640""",一中队,,WS320585728547400305610752,1843602,USER320585479284006546837504,,USER3205392,52:51.0,15:03.0,,2,320500,52:51.0,08:06.0,320500,i,820c0b32-3159-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
