"文书记录id","文书类型编码(code关联字典表)","来源id","业务id","文书填报人","填报人所处的单位","创建时间","最后修改时间","最后执行修改事务人id","承办人id(需要承办人签名时，才传该字段,最多3个人)","已经签名的承认人的id","文书号","pdf附件id(关联附件表)","签字文书附件id(关联附件表)","pdf_size","其他文书附件","签章状态","0 是正常 -1 删除","文书版本","文书号","自动签名状态 0 非自动签名  1 自动签名","文书附件id(关联附件表)","记录版本","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","企业id","数据导入类型，是否是本系统生成的数据 默认0 ","当事人签名证据","过过期状态期状态  0 正常 1 过期","签字文书上传时间","文书来源 L 立案  E 检查","归属年份","转办标记","转办版本号","地区编码","操作类型","uuid","分类分级","加载时间","文书类型编码(code关联字典表)","0 是正常 -1 删除","签章状态","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","过过期状态期状态  0 正常 1 过期","数据导入类型，是否是本系统生成的数据 默认0 ","转办标记","地区编码"
WS320500849689841544204288,ws10045,LA320500838062379953557504,,USER3205216,"320507530000",2024-07-01 16:44:06.000,2024-07-01 17:44:35.000,USER320500796452656670314496,"USER320500326017391723024384,USER3205216",,（苏苏相黄）应急案延〔2024〕102号,FILE320500849689842286596096,,1,,"1","0",0,"102","0",FILE320500849689842261430272,,"0","0",EP3205001639666877129297456,"320500",,"0",,L,"2024","0","0","320500",i,deb7417b-37cb-11ef-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581890182670372311040,ws10050,LA320581848584327615746048,,USER320500283966300294746112,"320581460000",2024-10-21 10:28:09.000,2024-10-21 12:42:52.000,USER320581606491747710668800,"USER320500283966300294746112,USER320581678975422167257088",,（苏苏常东）应急不罚〔2024〕345号,FILE320581890183471035584512,,1,,"1","0",0,"345","0",FILE320581890183470955892736,,"0","0",EP320581848577683846598656,"320500",,"0",,L,"2024","0","0","320500",i,"5f19edd1-8fce-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
"125DB012-A7B2-4822-B8AB-49589444C3F8",ws10006,"2F654725-D0B6-FB4A-046D-AB21CB78A3FEfc","2F654725-D0B6-FB4A-046D-AB21CB78A3FEfc",f11a189b-c411-42a0-bd24-72f8fb544341,"320509000010",2021-05-20 15:06:53.000,2021-12-28 16:55:17.000,f11a189b-c411-42a0-bd24-72f8fb544341,,,(苏苏江)应急复查〔2021〕316号,FILE320500437719393477070848,,0,,"0","0",0,"316","0",,,"0","0","0211b068-4139-4600-b98c-a56c0ccf656d","320509",,"0",,,,"0","0","320500",i,"8f133ee4-67ff-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500578171171086798848,ws1004018,LA320500568446040504537088,,b697647b-666f-4f8c-8780-92fd08f9bb10,"32050906105",2022-06-13 10:45:50.000,2022-06-14 10:54:42.000,b697647b-666f-4f8c-8780-92fd08f9bb10,"dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,b697647b-666f-4f8c-8780-92fd08f9bb10",,（苏苏江黎）应急回〔2022〕228号,FILE320500578509104893399040,,1,,"1","0",0,"228","0",FILE320500578171259460784128,,"0","1",EP3205001639666842945255172,"320500",,"0",2022-06-14 09:08:40.000,L,"2022","0","0","320500",i,d4801869-eb3a-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500878229376045420544,ws10002,PE320500878229365966508032,,USER320500604984803955052544,"320509010600",2024-09-18 10:50:01.000,2024-09-18 12:43:07.000,"0effa5bb-7711-488c-916c-c23830a77bfd","40b0e3e5-70cd-42ba-a4d3-5219a2f07b4a,USER320500604984803955052544",,（苏苏江）应急检查〔2024〕1056号,FILE320500878229376494211072,,1,,"1","0",0,"1056","0",FILE320500878229376477433856,,"0","0",,"320500",,"0",,,"2024","0","0","320500",i,eaa0de14-75df-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500987013418697363456,ws10006,ER320500976509477505208320,ER320500976509477505208320,USER320500423878424835133440,"320571410000",2025-07-15 15:18:58.000,2025-07-15 16:43:33.000,USER320500923957224429064192,"USER320500423878424835133440,USER3205049MANUAL",,（苏苏园）应急复查〔2025〕305号,FILE320500987013692988067840,,1,,"1","0",0,"305","0",FILE320500987013692933541888,,"0","0",EP320500488384691175428096,"320500",,"0",,E,"2025","0","0","320500",i,"9ea22ef5-619c-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500790235131292946432,ws10047,LA320500771053747731173376,,USER320500513297890391625728,"32050906108",2024-01-19 15:12:18.000,2024-01-19 16:41:55.000,USER320500447067333937074176,"USER320500513297890391625728,USER320500447067333937074176",,（苏苏江同）应急案〔2023〕627号,FILE320500790235131930480640,,1,,"0","0",0,"627","0",FILE320500790235131896926208,,"0","0",EP3205001639666816045221623,"320500",,"0",,L,"2023","0","0","320500",i,"8a855cf7-b6eb-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500813056463684505600,ws10016,LA320500813022097306554368,,USER320500437645997963743232,"320507450000",2024-03-22 14:36:08.000,2024-03-22 15:25:33.000,USER320500437645997963743232,"USER320500437645997963743232,USER320500462938436261646336",,（苏苏相渭）应急询笔〔2024〕37号,FILE320500813068902471831552,,2,,"0","0",0,"37","0",FILE320500813056465328672768,,"0","1",PLANGM202312199668,"320500",,"0",2024-03-22 15:25:33.000,L,"2024","0","0","320500",i,f1fe716d-e86c-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500479674927834730496,ws10030,LA320500472330249904852992,,USER320500427523392988516352,"320582210000",2021-09-14 15:36:56.000,2021-09-14 16:49:28.000,USER320500427526808393486336,"USER320500427523392988516352,USER320500427526808393486336",,（苏苏张）应急处呈〔2021〕489号,FILE320500479674928510013440,,2,,"0",-1,0,"489","0",FILE320500479674928493236224,,"0","0",EP320500467266138586222592,"320500",,"0",,L,"2021","0","0","320500",i,"2660f5ab-157d-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506902925354488827904,ws1004018,LA320506898139018858860544,,USER320500282469056739545088,"320506530000",2024-11-25 14:23:01.000,2024-11-25 15:42:11.000,USER320500282473101101371392,"USER320500282468026647842816,USER320500282469056739545088",,（苏苏吴木）应急回〔2024〕189号,FILE320506902925355562569728,,1,,"1","0",0,"189","0",FILE320506902925355516432384,,"0","0",EP320506896701377080725504,"320500",,"0",,L,"2024","0","0","320500",i,"271ac58a-ab4f-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500677146040645718016,ws10001,LA320500629705216144445440,,USER320500446729076288262144,"32050906101",2023-03-13 13:36:38.000,2023-03-13 14:41:49.000,USER320500620616844914462720,"USER320500446729076288262144,USER320500495229827616346112",,（苏苏江七）应急立〔2022〕903-(1)号,FILE320500677146839480274944,,2,,"1","0",0,"903-(1)","0",FILE320500677146839438331904,,"0","0",EP3205001639666770585165405,"320500",,"0",,L,"2022","0","0","320500",i,b89cfa1a-c1c0-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500669838316077584384,ws10002,PE320500669838309614161920,,USER320500411872507583270912,"320507430000",2023-02-21 09:38:21.000,2023-02-21 22:55:15.000,USER320500411872789021069312,"USER320500411872507583270912,USER320500411871785080852480",,（苏苏相太）应急检查〔2023〕140号,FILE320500669841406113615872,,1,,"1","0",0,"140","0",FILE320500669841406046507008,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,"69a06902-b209-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500427133274687541248,ws10003,EA320500427133073486778368,,USER320500362888920553230336,"320507560000",2021-04-22 15:55:10.000,2021-04-22 16:51:37.000,USER320500362889373047328768,"USER320500362888920553230336,USER320500362889373047328768",,（苏苏相埭）应急现记〔2021〕330号,FILE320500427133276902133760,,1,,"0","0",0,"330","0",FILE320500427133276881162240,,"0","0",EP320500427132035677556736,"320500",,"0",,E,"2021","0","0","320500",u,"32fcf223-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581683693261205803008,ws1004019,LA320581668108293142482944,,USER320581552060543741988864,"320581030000",2023-03-31 15:12:57.000,2023-04-03 12:41:58.000,USER320581552060543741988864,"USER320500379286073525669888,USER320581552060543741988864",,（苏苏常）应急回〔2023〕100号,FILE320581684706345240236032,,1,,"1","0",0,"100","0",FILE320581683693446447239168,,"0","1",EP3205001639666748213137575,"320500",,"0",2023-04-03 10:18:35.000,L,"2023","0","0","320500",i,"3255d5b9-d241-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585630063843669708800,ws10053,LA320585629683894056128512,,USER3205412,"320585440000",2022-11-03 15:28:48.000,2022-12-28 11:43:26.000,USER3205413,"USER3205413,USER3205412",,（苏苏太凤）应急调查〔2022〕38号,FILE320585632931378790404096,,4,,"0","0",0,"38","0",FILE320585632931378765238272,,"0","0",EP3205001639666848088261687,"320500",,"0",,L,"2022","0","0","320500",i,"0eff5d18-5f87-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500516268640111169536,ws10003,EA320500516267530340274176,,USER3205331,"320582030000",2021-12-24 15:07:17.000,2021-12-24 16:55:21.000,USER320500358291433188233216,"USER3205331,USER320500358291433188233216",,（苏苏张）应急现记〔2021〕2375号,FILE320500516269789484683264,,1,,"0","0",0,"2375","0",FILE320500516269789404991488,,"0","0",aa4b955e9ce011e6bd216c92bf2ec170,"320500",,"0",,E,"2021","0","0","320500",i,d7e7ee60-64d9-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500886199055921713152,ws10003,EA320500885464629344473088,,USER3205195,"320507060000",2024-10-10 10:38:41.000,2024-10-10 11:43:08.000,USER3205190,"USER3205190,USER3205195",,（苏苏相）应急现记〔2024〕621号,FILE320500886199836896923648,,1,,"0","0",0,"621","0",FILE320500886199836846592000,,"0","0","9ee23fd09ce011e6bd216c92bf2ec170","320500",,"0",,,"2024","0","0","320500",i,"8e283e29-8729-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500843477502817996800,ws10084,LA320500838544605707243520,,USER320500643124777086619648,"320509040100",2024-06-14 13:18:29.000,2024-06-14 14:45:03.000,USER320500679995303935348736,"c9b3effa-072f-4ef7-afde-c6ca2e4e9bf0,USER320500643124777086619648",,（苏苏江）应急信〔2024〕,FILE320500843481992086425600,,1,,"1","0",0,,"0",FILE320500843481992048676864,,"0","0",EP320500493772547104444416,"320500",,"0",,L,"2024","0","0","320500",i,"1010d4de-2a70-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506848158631055593472,ws10005,EA320506848154340114829312,EC320506848158630652940288,USER320506584418037759741952,"320506480000",2024-06-27 11:19:37.000,2024-07-12 17:44:40.000,USER320506584418037759741952,"USER320506584418037759741952,USER320506410883778580320256",,（苏苏吴临）应急责改〔2024〕471号,FILE320506853659718294441985,,1,,"1","0",0,"471","0",FILE320506848158631592464384,,"0","1",EP3205001639666762109154706,"320500",,"0",2024-07-12 15:38:58.000,E,"2024","0","0","320500",i,"87dcbb54-3af0-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505558952950085455872,ws10002,PE320505558952904736641024,,USER3205069,"320505030000",2022-04-21 09:59:30.000,2022-04-21 12:54:58.000,USER3205051,"USER3205065,USER3205069",,（苏苏高）应急检查〔2022〕202号,FILE320505558952952778199040,,2,,"1","0",0,"202","0",FILE320505558952952757227520,,"0","0",,"320500",,"0",,,"2022","0","0","320500",i,"7f7a3c11-c194-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505456390418553114624,ws10006,ER320505452081633655263232,ER320505452081633655263232,,"320581050000",2021-07-12 09:32:36.000,2021-07-23 09:24:00.000,USER320500379279008514183168,"USER3205286,USER320500379279008514183168",,（苏苏常）应急复查〔2021〕512号,FILE320505460373827168243712,,1,,"1","0",0,"512","0",FILE320505456390418997710848,,"0","1","1272ee3f96ac11e6bd216c92bf2ec170","320500",,"0",2021-07-23 09:21:15.000,,,"0","0","320500",i,"5e52b81f-ebd7-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500647836732078690304,ws10005,EA320500647831178199437312,EC320500647836731755728896,USER3205354,"320582030000",2022-12-22 16:31:54.000,2023-01-18 11:08:37.000,USER3205363,"USER3205354,USER3205363",,（苏苏张）应急责改〔2022〕1179号,FILE320500654345876277301248,,1,,"1","0",0,"1179","0",FILE320500647836732523286528,,"0","1",EP320500414727743704403968,"320500",,"0",2023-01-09 15:36:55.000,E,"2022","0","0","320500",i,"53d4b631-821a-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500640497321146060800,ws10048,LA320500612231049287569408,,USER3205067MANUAL,"320571420000",2022-12-02 10:27:43.000,2023-05-18 10:18:26.000,USER3205067MANUAL,"USER3205067MANUAL,USER3205061MANUAL",,（苏苏园）应急〔2022〕287号,FILE320500700652243040342016,,2,,"0","0",0,"287","0",FILE320500700652242587357184,,"0","0","2c99fe82592a257701592a343bf316a4","320500",,"0",,L,"2022","0","0","320500",i,"06091854-7263-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500503158847272128512,ws10005,EA320500503154406691180544,EC320500503158846672343040,USER320500424989762412089344,"320583510000",2021-11-18 10:53:39.000,2021-12-06 17:18:45.000,USER320500424989762412089344,"USER320500424989762412089344,USER320500424989238702903296",,（苏苏昆巴）应急责改〔2021〕1562号,FILE320500505404462391627777,,1,,"1","0",0,"1562","0",FILE320500503158847888691200,,"0","1",a4c706dddd7911e7bbd0b083feb9258c,"0",,"0",2021-11-24 15:36:55.000,E,"2021","0","0","320500",i,e6db5c46-4890-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500497446546715971584,ws10046,LA320500477508090699190272,,USER3205038MANUAL,"320571400000",2021-11-02 16:35:00.000,2021-11-25 16:24:23.000,USER3205002MANUAL,"USER3205038MANUAL,USER3205031MANUAL",,（苏苏园）应急结〔2021〕159号,FILE320500497446814929129472,,2,,"1","0",0,"159","0",FILE320500497446814081880064,,"0","0","9729dbc9653a11e8982d6c92bf2ec170","320500",,"0",,L,"2021","0","0","320500",i,"41d4fb27-3bfe-11ec-b626-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500389453125494247424,ws1004018,LA320500383550881741672448,,USER320500284018605975146496,"320581480000",2021-01-08 16:27:42.000,2021-07-30 17:56:50.000,USER320500283996556821008384,"USER320500284018410575106048,USER320500284018605975146496",,（苏苏常梅）应急回〔2020〕270号,FILE320500389453125955620864,,1,,"1","0",0,"270","0",FILE320500389453125938843648,,"0","0",f55087f6dd7011e7bbd0b083feb9258c,"320500",,"0",,L,"2020","0","0","320500",i,"208de6ae-b305-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500545912039055298560,ws10030,LA320500527412341474594816,,USER320500446634179308818432,"32050906102",2022-03-16 10:19:34.000,2022-03-31 23:05:07.000,USER320500505378146992787456,"USER320500446634179308818432,e79f7e0e-1368-43d9-9fb5-e7609f813daf",,（苏苏江桃）应急处呈〔2022〕22号,FILE320500545912039726387200,,2,,"1","0",0,"22","0",FILE320500545912039705415680,,"0","0","97fd5a299ce011e6bd216c92bf2ec170","320500",,"0",,L,"2022","0","0","320500",i,"79be435f-a54a-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585937274721823625216,ws10002,PE320585937273550853640192,,USER320585807627872641486848,"320585480000",2025-02-28 09:15:08.000,2025-02-28 10:40:01.000,USER320585807627872641486848,"USER320585391606113004425216,USER320585807627872641486848",,（苏苏太高）应急检查〔2025〕8号,FILE320585937274907442548736,,3,,"0","0",0,"8","0",FILE320585937274907421577216,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,d9019790-f5f5-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500838006893837291520,ws10005,EA320500835090716345503744,EC320500838006892583194624,USER320500782249132084432896,"320582030000",2024-05-30 11:00:14.000,2024-05-30 12:45:06.000,USER320500281743963797327872,"USER320500782249132084432896,USER3205363,USER320500281743963797327872",,（苏苏张）应急责改〔2024〕391号,FILE320500838006894692929536,,2,,"0",-1,0,"391","0",FILE320500838006894676152320,,"0","0","10ea08d296ac11e6bd216c92bf2ec170","320500",,"0",,E,"2024","0","0","320500",i,"9669304b-1ea6-11ef-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500781889824012374016,ws10056,ER320500771317355845259264,ED320500781889823420977152,USER320500427413193543913472,"320583470000",2023-12-27 14:31:02.000,2023-12-28 10:43:14.000,USER320500537568740179447808,"USER320500427413193543913472,USER320500749216222888857600",,（苏苏昆张）应急改延〔2023〕17号,FILE320500781889824788320256,,1,,"1","0",0,"17","0",FILE320500781889824758960128,,"0","0","3d90e699-a7c5-4217-b52f-7b04dc381a14","320500",,"0",,E,"2023","0","0","320500",i,bdd2c454-a4d8-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506890531204275638272,ws10030,LA320506881183408225521664,,USER320506605042053826482176,"320506030000",2024-10-22 09:33:06.000,2024-10-22 11:42:42.000,USER320506605042053826482176,"USER3205130,USER320506605042053826482176",,（苏苏吴）应急处呈〔2024〕159号,FILE320506890532097582698496,,2,,"0",-1,0,"159","0",FILE320506890532097494618112,,"0","0",EP3205001639666850527264447,"320500",,"0",,L,"2024","0","0","320500",i,"887a2815-9097-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585701380673599967232,ws10016,EA320585696359872370839552,,USER320585469794779132071936,"320585410000",2023-05-19 10:36:25.000,2023-05-30 11:41:48.000,USER320585469794779132071936,"USER320585469794779132071936,USER320585391597087843684352",,（苏苏太港）应急询笔检〔2023〕15号,FILE320585705353151040983041,,2,,"0","0",0,"15","0",FILE320585701380787605344256,,"0","1",EP320585695937310763520000,"320500",,"0",2023-05-30 09:41:37.000,E,"2023","0","0","320500",i,cdd2f5ac-f666-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585373750243579138048,ws10059,LA320585373040219684868096,,USER3205404,"320585030000",2020-11-26 08:30:03.000,2020-11-27 15:31:09.000,USER3205404,"USER3205398,USER3205404",,（苏苏太）应急法审〔2020〕155号,FILE320585374218605912395776,,1,,"0","0",0,"155","0",FILE320585374218605866258432,,"0","0",EP320585369140722797907968,"1",,"0",,L,,"0","0","320500",u,bfa7ed40-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500961280611517992960,ws10002,PE320500961280596636602368,,USER320500656884309377945600,"320571400000",2025-05-05 15:05:59.000,2025-05-12 10:44:45.000,USER320500656884309377945600,"USER320500656884309377945600,USER3205031MANUAL",,（苏苏园）应急检查〔2025〕296号,FILE320500963730110375006208,,2,,"0","0",0,"296","0",FILE320500963730110324674560,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,dff4cb30-29d1-11f0-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500459674717779922944,ws10062,LA320500450291336935903232,,USER320500283053081581588480,"320583440000",2021-07-21 11:03:14.000,2021-07-30 18:02:10.000,USER320500283058632222838784,"USER320500283053081581588480,USER320500283051718202101760",,（苏苏昆周）应急告〔2021〕208号,FILE320500459674718438428672,,2,,"1","0",0,"208","0",FILE320500459674718421651456,,"0","0",a2e15a86dd7e11e7bbd0b083feb9258c,"320500",,"0",,L,"2021","0","0","320500",i,"09a6d0ff-ea45-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500736936933195780096,ws10046,LA320500726464264998490112,,USER3205352,"320582030000",2023-08-25 13:24:18.000,2023-08-29 10:44:38.000,USER3205346,"USER3205352,USER320500637977333415809024",,（苏苏张）应急结〔2023〕394号,FILE320500738319674936135680,,2,,"1","0",0,"394","0",FILE320500738319674818695168,,"0","0",EP3205001639666750898141033,"320500",,"0",,L,"2023","0","0","320500",i,"41ab7d43-4368-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500649193023111958528,ws10030,LA320500631763365772922880,,USER320500358284480491819008,"320582030000",2022-12-26 10:21:19.000,2022-12-27 10:42:51.000,USER3205309,"USER3205327,USER320500358284480491819008",,（苏苏张）应急处呈〔2022〕877号,FILE320500649195781042999296,,2,,"1","0",0,"877","0",FILE320500649195781005250560,,"0","0",EP3205001639666851565265775,"320500",,"0",,L,"2022","0","0","320500",i,fd73d1d1-853e-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500548522241210454016,ws10005,EA320500548489425831596032,EC320500548522240753274880,USER320500427413047322087424,"320583470000",2022-03-23 15:11:35.000,2022-03-31 23:06:18.000,USER320500427413047322087424,"USER320500427413047322087424,USER320500427413193543913472",,（苏苏昆张）应急责改〔2022〕383号,FILE320500548800095869472769,,1,,"1","0",0,"383","0",FILE320500548522241831211008,,"0","1",d40c37ea-f2a6-491d-b923-156cf4232632,"320500",,"0",2022-03-24 09:35:40.000,E,"2022","0","0","320500",i,a3358cba-aaca-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581706519721872199680,ws10053,LA320581693064448545394688,,USER320500284036398716030976,"320581520000",2023-06-02 14:57:10.000,2023-06-02 17:41:46.000,USER320581601349826168229888,"USER320500284036398716030976,USER320581601349826168229888",,（苏苏常支）应急调查〔2023〕416号,FILE320581706520485990502400,,3,,"0","0",0,"416","0",FILE320581706520485894033408,,"0","0",EP320581490528970974957568,"320500",,"0",,L,"2023","0","0","320500",i,"1e458fee-0167-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500711214194329915392,ws10001,LA320500711165892720857088,,USER320500283053081581588480,"320583440000",2023-06-15 13:51:19.000,2023-06-15 17:40:12.000,USER320500437644474206654464,"USER320500283053081581588480,USER320500283047067255836672",,（苏苏昆周）应急立〔2023〕488号,FILE320500711245047785328640,,1,,"1","0",0,"488","0",FILE320500711245047709831168,,"0","0",EP3205001639666836128246885,"320500",,"0",,L,"2023","0","0","320500",i,"448e97ec-0b9e-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205001002575725926027264,ws10003,EA320500995650830449250304,,USER320500656884309377945600,"320571400000",2025-08-27 13:58:01.000,2025-08-27 15:42:46.000,USER320500656884309377945600,"USER320500656884309377945600,USER3205031MANUAL",,（苏苏园）应急现记〔2025〕568号,FILE3205001002576613105209344,,2,,"0","0",0,"568","0",FILE3205001002576613063266304,,"0","0",EP3205001639666920919348513,"320500",,"0",,,"2025","0","0","320500",i,"26ad1026-8366-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500583227940104310784,ws10053,LA320500581416158289203200,,USER320500281766324076548096,"320582410000",2022-06-27 09:39:38.000,2022-06-27 17:53:55.000,USER320500281765882139512832,"USER320500281765882139512832,USER320500281766324076548096",,（苏苏张凤）应急调查〔2022〕474号,FILE320500583333911308800000,,2,,"0","0",0,"474","0",FILE320500583333911233302528,,"0","0",EP3205001639666774112169778,"320500",,"0",,L,"2022","0","0","320500",i,"77654966-f63b-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585494827243005022208,ws10003,EA320585493105586133536768,,USER320500282816791439216640,"320585030300",2021-10-26 11:06:49.000,2021-11-25 16:26:18.000,USER320500282816791439216640,"USER320500282818108480032768,USER320500282816791439216640",,（苏苏太）应急现记〔2021〕904号,FILE320585497425038383779841,,1,,"0","0",0,"904","0",FILE320585494829053526675456,,"0","1",EP320585476779474717773824,"320500",,"0",2021-11-02 15:09:32.000,E,"2021","0","0","320500",i,"4215a4d2-3bfe-11ec-b626-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500347669246983016448,ws1004019,LA320500343469901832261632,,USER3205343,"320582030000",2020-09-15 09:13:29.000,2021-07-30 17:53:25.000,USER3205343,"USER3205341,USER3205343",,（苏苏张）应急回〔2020〕241号,FILE320500349904144091320321,,1,,"0","0",0,"241","0",FILE320500349850316105060352,,"0","1","0aa9c2f2dd6d11e7bbd0b083feb9258c","320500",,"0",,L,"2020","0","0","320500",i,bedc32a0-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585789410500499738624,ws10084,LA320585784831485919105024,,USER3205412,"320585440000",2024-01-17 08:35:31.000,2024-01-17 11:42:25.000,USER3205410,"USER3205412,USER3205413",,（苏苏太凤）应急信〔2024〕,FILE320585789410500768174080,,1,,"1","0",0,,"0",FILE320585789410500759785472,,"0","0",EP3205001639666733058108125,"320500",,"0",,L,"2024","0","0","320500",i,"35889903-b559-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500901028142976602112,ws10048,LA320500772386020833366016,,USER3205337,"320582030000",2024-11-20 08:44:12.000,2024-11-20 09:42:19.000,USER3205337,"USER3205337,USER3205332",,（苏苏张）应急〔2023〕629号,FILE320500901028147984601088,,2,,"0","0",0,"629","0",FILE320500901028147959435264,,"0","0",EP320500768761474934902784,"320500",,"0",,L,"2023","0","0","320500",i,"5321f679-a761-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500975339022844956672,ws10002,PE320500975339016998096896,,USER320500785094904266100736,"320509090100",2025-06-13 10:09:05.000,2025-06-13 11:45:07.000,USER320500870618772749160448,"USER320500785094904266100736,f4c53815-85e6-4372-aaed-f47cee6c1406",,（苏苏江桃）应急检查〔2025〕537号,FILE320500975339023411187712,,2,,"1","0",0,"537","0",FILE320500975339023390216192,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,"56345010-4877-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500475317024902352896,ws10006,ER320500464092175282475008,ER320500464092175282475008,USER320500424989762412089344,"320583510000",2021-09-02 15:00:11.000,2021-09-02 15:25:15.000,USER320500424989762412089344,"USER320500424989238702903296,USER320500424989762412089344",,（苏苏昆巴）应急复查〔2021〕727号,FILE320500475323332951019521,,1,,"1","0",0,"727","0",FILE320500475317025523109888,,"0","1","871f9710-f576-4516-8bd9-4810a58c6514","320500",,"0",2021-09-02 15:25:15.000,E,"2021","0","0","320500",i,"29279450-0c0f-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS3205811005061225161166848,ws10002,PE3205811005035784744472576,,USER320581552060543741988864,"320581030000",2025-09-03 10:34:30.000,2025-09-03 11:42:39.000,USER320581552060543741988864,"USER320581636888437860864000,USER320581552060543741988864",,（苏苏常）应急检查〔2025〕931号,FILE3205811005063316550193152,,1,,"0","0",0,"931","0",FILE3205811005063316315312128,,"0","0",,"320500",,"0",,,"2025","0","0","320500",i,"505d78a2-88e6-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
