立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320500385473641048969216,LA320500385471945384136704,0,,根据《江苏省安全生产行政处罚自由裁量适用细则》进行裁??12500.0000000000,320500,320507,i,12cec790-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,
LDIR320500843124463548502016,LA320500840203025787129856,0,,"1、“企业使用应当淘汰的危及生产安全的设备（1台不带除尘的砂轮机）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十五条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??5000-??5000-0??2??=9000元（玖仟元），拟对其作出??000元（玖仟元）罚款的行政处罚??,9000.0000000000,320500""",320507,i,037eba4e-29a9-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320581641585583742783488,LA320581637931671403892736,1,,"1、“喷胶操作人员吉立香违反操作规程作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为1675元（壹仟陆佰柒拾伍元），拟对其作出处??675元（壹仟陆佰柒拾伍元）罚款的行政处罚??,1675.0000000000,320500""",320581,i,9c968386-74c0-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500340473637599449088,LA320500331068227247411200,0,,,30000,320500,320585,i,12cad0bc-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585
LDIR320581845671240231292928,LA320581835076239189348352,1,,"1、“生产经营单位的主要负责人未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为20000元（贰万元），拟对其作出??0000元（贰万元）罚款的行政处罚??,20000.0000000000,320500""",320581,i,29f4d9b2-2f29-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500505062203095781376,LA320500500264057744396288,0,,"1??未将事故隐患排查治理情况如实记录""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为30000元，拟对其作出处??0000元罚款的行政处罚??",30000,320500,320571,i,aa3385a5-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571
LDIR320500305264091453198336,LA320500304538354358161408,,,生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业，处罚档次三档：使用未取得特种作业操作证的特种作业人员上岗作业，或者特种作业人员未按照规定经专门的安全作业培训并取得相应资格，??人以上的；裁量幅度：责令限期改正，对生产经营单位??.5万元以上5万元以下的罚款；逾期未改正的，责令停产停业整顿，对生产经营单位处8.5万元以上10万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??.7万元以上2万元以下的罚??42500.0000000000,320500,320582,i,12c99444-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,
LDIR320585580775390566420480,LA320585579343067576799232,1,,"1、“你单位未向数控加工中心机加工一车间??名员工（苏浩，身份证号码??20522199407026116）发放防护鞋，安排该员工上岗作业，违反了数控加工中心安全操作规程，你单位及主要负责人、安全员、该名作业人员违反操作规程作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，带入公式计算??700元，拟对其作出处??700元罚款的行政处罚??,1675.0000000000,320500""",320585,i,3ee3c030-f186-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320500469123293044019200,LA320500463719220283183104,0,,"1??生产经营单位未将事故隐患排查治理情况如实记录或者未向从业人员通报""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位、是否立即采取措施纠正，带入公式计算??2500元，拟对其作出处??2500元罚款的行政处罚??",12500,320500,320507,i,d50a8db6-05c5-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507
LDIR320500939173321478508544,LA320500937367241144406016,0,,"1、“你单位使用热切割割炬动火对船体球鼻艏进行拆解作业，未安排专门人员进行现场管理”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第三十五条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出??8000元（壹万捌仟元）罚款的行政处罚??2、“你单位未建立安全风险分级管控制度”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第一十八条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出??8000元（壹万捌仟元）罚款的行政处罚??3、“生产经营单位未按照规定对从业人员、被派遣劳动者、实习学生进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项（违反《江苏省安全生产条例》规定）”依据《江苏省安全生产行政处罚裁量权基准??第二部分第五章第一百零二条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算??3500元（贰万叁仟伍佰元），拟对其作出??3500元（贰万叁仟伍佰元）罚款的行政处罚??,59500.0000000000,320500""",320582,i,c3949735-f9e5-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500822501984677400576,LA320500822403262576594944,0,,"1、“焊工徐臣广未经专门培训取得焊接与热切割特种作业资格证进行焊接作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百一十条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出??8000元（壹万捌仟元）罚款的行政处罚??,18000.0000000000,320500""",320571,i,54b63a29-fcdd-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571,,
LDIR320500560498910179627008,LA320500550263249933701120,0,,“在有较大危险因素的有关设备上未设置明显的安全警示标志，??处”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第九条应裁量为一档，纠违态度措施选择立即采取措施纠正，带入公式计算为12000元，拟对其作出处??2000元罚款的行政处罚??12000.0000000000,320500,320582,u,5218b1ea-c582-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,
LDIR320500586144909111595008,LA320500580675247552860160,0,,"1、“生产经营单位未按照规定对从业人员秦天林进行安全生产教育和培训”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??8000元（壹万捌仟元），拟对其作出处罚18000元（壹万捌仟元）罚款的行政处罚??,18000.0000000000,320500""",320507,i,8fb84d9c-fc86-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500569480070129782784,LA320500568389232003911680,1,,"1、“生产经营单位的主要负责人未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二条应裁量为二档，带入公式计算为41000元，拟对其作出处??1000元罚款的行政处罚??,41000.0000000000,320500""",320509,i,f2e27b45-d860-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320581484669788795179008,LA320581480008057586192384,0,,"1??生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为三档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或非法定企业投保安全生产责任保险、是否积极组织或支持安全生产公益活动，带入公式计算为24000元，拟对其作出处??4000元罚款的行政处罚??2??""生产经营单位未如实记录安全生产教育和培训情况""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为三档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或非法定企业投保安全生产责任保险、是否积极组织或支持安全生产公益活动，带入公式计算为70000元，拟对其作出处??0000元罚款的行政处罚??",94000,320500,320581,i,779e1a8a-207d-11ec-bc7f-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320500728269833396817920,LA320500725656566782496768,1,,"1、“该单位未与承租单位苏州主安频控元件有限公司签订专门的安全生产管理协议，且未在租赁合同中明确各自的安全生产管理职责”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为一档，纠违态度措施选择是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为3025元（叁仟零贰拾伍元），拟对其作出处罚3025元（叁仟零贰拾伍元）罚款的行政处罚??,3025.0000000000,320500""",320571,i,61778d54-308e-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571,,
LDIR320581700713595196936192,LA320581688714141384314880,0,,"1、“生产经营单位违反《江苏省安全生产条例》进行高处作业、有限空间作业、临近高压输电线路作业、建筑物和构筑物拆除、大型检修等危险作业的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为26000元（贰万陆仟元），拟对其作出处罚26000元（贰万陆仟元）罚款的行政处罚??,26000.0000000000,320500""",320581,i,bab92006-f59f-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320585517260047475019776,LA320585512276670070132736,0,,该单位的违法行为依据《江苏省安全生产行政处罚自由裁量适用细则》，处罚档次：一档：安全设备的检测、改造、安装、使用、报废不符合国家标准或者行业标准，?? ????的；裁量幅度：一档：责令限期改正，处1.5 万元以下的罚款；逾期未改正的，处5 万元以上9.5 万元以下的罚款，对其直接负责的主管人员和其他直接责任人员?? 万元以上 1.3 万元以下的罚款，原违法情形未予当场纠正的，责令停产停业整??；以上违法行为构成犯罪的，依照刑法有关规定追究刑事责任。对照处罚因子：本案不涉及。根据《江苏省安全生产行政处罚自由裁量适用细则》计算所得处罚金额??15000.0000000000,320500,320585,i,fe3a25ec-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,
LDIR320506616267947232464896,LA320506609401118815948800,0,,"1、“生产经营单位未如实记录张利真、张承梅、武晓丹、曾珍珍、庞银朝、王富景六名在职员工的三级安全教育卡”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元（伍万元），拟对其作出处罚50000元（伍万元）罚款的行政处罚??,50000.0000000000,320500""",320506,i,09a9dc8a-3dbf-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506,,
LDIR320581769188993957892096,LA320581769156336846901248,0,,"1、“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??3000元（壹万叁仟元），拟对其作出??3000元（壹万叁仟元）罚款的行政处罚??,13000.0000000000,320500""",320581,i,0cccba96-895a-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500356797986543505408,LA320500348822405596057600,0,,,55000,320500,320581,i,12cc74fe-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320500591219930590875648,LA320500589387526695817216,1,,"1、“木质粉尘的干式除尘系统未规范设置锁气卸灰装置”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十一章第二百六十四条应裁量为一档，带入公式计算??000元（叁仟元），拟对其作出处罚3000元（叁仟元）罚款的行政处罚??,3000.0000000000,320500""",320583,i,44703427-0788-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500433916867837431808,LA320500432525750311063552,0,,,10000,320500,320582,i,ae75469a-fb8e-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500871431218439131136,LA320500869987406244220928,1,,"1、“车间一底楼西侧安全出口被锁闭”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为二档，纠违态度措施选择立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为4000元（肆仟元），拟对其作出??000元（肆仟元）罚款的行政处罚??,4000.0000000000,320500""",320582,i,dfa71113-66f3-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500598519733075054592,LA320500596371742843211776,1,,"1、“该单位8??日进行有限空间作业，方案未经审批擅自作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十一章第二百五十七条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为2000元（贰仟元），拟对其作出处罚2000元（贰仟元）罚款的行政处罚??,2000.0000000000,320500""",320582,i,97212be6-1f19-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500682592617464074240,LA320500673536024361570304,0,,"1、“企业生产使用硫酸，氢氧化钠等危险化学品，于2019??1??5日完成安全评价，已超期，企业使用危险化学品未依照规定对其安全生产条件定期进行安全评价”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第一百九十八条应裁量为二档，代入公式计算??5000元（捌万伍仟元），拟对其作出处罚85000元（捌万伍仟元）罚款的行政处罚??2、“生产经营单位未如实记录安全生产教育和培训情况”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为三档，代入公式计算为100000元（壹拾万元），拟对其作出处??00000元（壹拾万元）罚款的行政处罚??3、“生产经营单位未将事故隐患排查治理情况如实记录或者未向从业人员通报”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第四条应裁量为二档，代入公式计算为100000元（壹拾万元），拟对其作出处??00000元（壹拾万元）罚款的行政处罚??4、“工贸企业作业未按照规定制定有限空间生产安全事故应急救援预案或者未定期组织演练”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十一章第二百五十九条应裁量为一档，代入公式计算??0000元（伍万元），拟对其作出处罚50000元（伍万元）罚款的行政处罚??,297500.0000000000,320500""",320583,i,4b3901fb-cd8c-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500518060010727542784,LA320500500701622641364992,0,,"1、“生产经营单位安全设备的安装、使用、检测、改造和报废不符合国家标准或者行业标准（整经机未设置防止人员卷入的红外连锁装置及防护拉杠）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，""带入公式计算??000元，拟对其作出处??000元罚款的行政处罚??2、“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业（女员工长发未盘起，未佩戴工作帽及耳塞）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，""带入公式计算??3000元，拟对其作出处??3000元罚款的行政处罚??,22000.0000000000,320500""",320509,i,fe1178a0-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500344474780897906688,LA320500343787566903857152,0,,依据《江苏省安全生产行政处罚自由裁量适用细则》进行裁??47500.0000000000,320500,320507,i,12cbf73f-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,
LDIR320581546367406730121216,LA320581541701209384292352,1,,"1、“你单位未与承包单位昆山新泰洁净技术有限公司在承包合同、租赁合同中明确各自的安全生产管理职责，未对承包单位、承租单位的安全生产统一协调、管理”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为三档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、是否积极组织或支持安全生产公益活动，从重因子选择违法行为情节恶劣，造成人身死亡（重伤、急性工业中毒）或者严重社会影响的，增加系??.2，带入公式计算为8400元，拟对其作出处??400元罚款的行政处罚??,8400.0000000000,320500""",320581,i,a26ae513-aaca-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500736873930844803072,LA320500728547972077326336,0,,"1、“生产、储存、使用危险化学品的单位未将危险化学品储存在专用仓库内，或者未将剧毒化学品以及储存数量构成重大危险源的其他危险化学品在专用仓库内单独存放”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第二百条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??7500元（伍万柒仟伍佰元），拟对其作出处罚57500元（伍万柒仟伍佰元）罚款的行政处罚??,57500.0000000000,320500""",320583,i,5d1a42e5-436a-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500579674714390138880,LA320500550326224635826176,0,,1、“生产经营单位未将事故隐患排查治理情况如实记录并未向从业人员通报，查无任何隐患排查记录，通报记录”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第四条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??2、“生产经营单位未按照规定制定生产安全事故应急救援预案且未定期组织演练”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第四章第八十九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??3、“生产经营单位未采取措施消除事故隐患”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??5000元，拟对其作出处??5000元罚款的行政处罚??,85000,320500,320509,i,9582b2af-ee61-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509
LDIR320500847822903570337792,LA320500840882776226926592,1,,"1、“企业一楼、三楼车间的安全出口被货物占用、封堵”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为二档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??000元（伍仟元），拟对其作出??000元（伍仟元）罚款的行政处罚??,5000.0000000000,320500""",320509,i,51e1f8e5-34a9-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500447057728452431872,LA320500446667598503874560,1,,,2350,320500,320582,i,a999187c-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500557668453222191104,LA320500553567465318125568,0,,"1、“电工王琼未取得电工作业证擅自上岗作业”依据《江苏省安全生产行政处罚自由裁量适用细则》null裁量说明为《中华人民共和国安全生产法》第三十条第一款：生产经营单位的特种作业人员必须按照国家有关规定经专门的安全作业培训，取得相应资格，方可上岗作业。《中华人民共和国安全生产法》第九十七条：生产经营单位有下列行为之一的，责令限期改正，处十万元以下的罚款；逾期未改正的，责令停产停业整顿，并处十万元以上二十万元以下的罚款，对其直接负责的主管人员和其他直接责任人员处二万元以上五万元以下的罚款：㈦特种作业人员未按照规定经专门的安全作业培训并取得相应资格，上岗作业的。一档：使用未取得特种作业操作证的特种作业人员上岗作业，或者特种作业人员未按照规定经专门的安全作业培训并取得相应资格上岗作业，??1 人的；责令限期改正，对生产经营单位可以处 3 万元以下的罚款；逾期未改正的，责令停产停业整顿，对生产经营单位处 10 万元以上13 万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??2 万元以上 2.9 万元以下的罚款；，带入公式计算为18000元，拟对其作出处??8000元罚款的行政处罚??,18000.0000000000,320500""",320509,i,d480ab39-be6f-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320505922070572114907136,LA320505918465342898966528,0,,昆山聚道机械有限公司未对承租单位的安全生产统一协调、管理，参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条，该公司已与承租单位签订租赁合同和专门的安全生产管理协议，但未见安全检查台账，企业未如实记录检查情况，应裁量为二档，“未履行《江苏省安全生产条例》第三十条第一款第二项、第三项、第四项任意一项职责的”，鉴于该单位对违法行为认识到位，立即采取措施纠正，但主要负责人考试未达??0分，未通过安全生产标准化考评或法律规定应当投保安全生产责任保险，未积极组织或支持安全生产公益活动，建议给予昆山聚道机械有限公司罚款人民币32000元（叁万贰仟元）的行政处罚。（S2=3.65-??.65-1.85??1/4=3.2万元??32000.0000000000,320500,320583,i,02f6658e-d4f7-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320581601063660068016128,LA320581598541072439709696,0,,"1、“生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零九条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元（伍万元），拟对其作出处罚50000元（伍万元）罚款的行政处罚??,50000.0000000000,320500""",320581,i,1810dbe1-1cbe-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500448868907869016064,LA320500446985634297417728,0,,,11250,320500,320583,i,d20ed811-0f33-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320500820311791035748352,LA320500817044855665463296,1,,苏州沙鼎铝型材有限公司未对重大事故隐患采取措施消除“铝泥储存场所未设置通风装置防止氢气积聚”，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十四条：“未对重大事故隐患采取措施消除的；”应裁量为二档，相应的裁量幅度为：“生产经营单位拒不执行的，责令停产停业整顿，对其直接负责的主管人员和其他直接责任人员??.5万元以上10万元以下的罚款；”，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式S2=[10-(10-7.5)*2/4]=8.75万元，计算为87500元（捌万柒仟伍佰元），拟对该单位负责人王虎作出罚款人民币87500元（捌万柒仟伍佰元）的行政处罚??87500.0000000000,320500,320509,i,56f2d3be-f826-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,
LDIR320506457196152337469440,LA320506454284876108009472,1,,,3700,320500,320506,i,4d5cf3dc-1fb4-11ec-bc7f-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506
LDIR320581784819502754828288,LA320581783983830150156288,1,,"1、“检查当日，常熟市赛里斯真服装有限责任公司未定期对承租方常熟苏南包装材料科技有限公司进行安全生产检查，未见对承租单位的相关检查记录、台账。”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为1000元（壹仟元），拟对其作出??000元（壹仟元）罚款的行政处罚??,3700.0000000000,320500""",320581,i,76568054-b624-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320581599613232872689664,LA320581588396776197722112,0,,"1、“染色车间染缸、小样缸电机传动皮带防护罩损坏缺失，不符合《机械安全防护装置固定式和活动式防护装置设计与制造一般要求》（GB/T 8196-2018??.4.2运动传递部件对运动传递部件，如皮带轮、皮带、齿轮、导轨、齿杆、传动轴产生的危险的防护，应采用固定式防护装置或活动式联锁防护装置。企业安全设备的安装不符合国家标准”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十条应裁量为三档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??2500元（肆万贰仟伍佰元），拟对其作出处罚42500元（肆万贰仟伍佰元）罚款的行政处罚??,42500.0000000000,320500""",320581,i,6a558306-2307-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500555758290798120960,LA320500554302626871644160,0,,"1、“生产经营单位未与承包单位（吴江港华燃气有限公司）签订专门的安全生产管理协议或者未在承包合同中明确各自的安全生产管理职责，也未对承包单位、承租单位的安全生产统一协调、管理（发包方永前染成未确认现场特种作业电焊作业人员是否持证上岗）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为三档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为38750元，拟对其作出处??8750元罚款的行政处罚??2、“生产经营单位安全设备的安装符合国家标准或者行业标准（保险粉中间仓库内未设有毒二氧化硫浓度报警器，双氧水仓库内比空气重的有毒有害气体，其浓度报警器装设在中间仓库顶部不符合要求）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为20000元，拟对其作出处??0000元罚款的行政处罚??3、“生产经营单使用危险物品未采取可靠的安全措施（危险物??0%液碱储罐30m?，防泄漏围堰长度??m，宽??m，高??.5m，围堰容积小于储罐容积，无法满足防泄漏要求）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十六条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为20000元，拟对其作出处??0000元罚款的行政处罚??,78750.0000000000,320500""",320509,i,f337a844-ba81-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500368344957754281984,LA320500367612743789842432,0,,,20000,320500,320581,i,12cdd19c-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
