"主键id","鉴定依据:1 民标 2 危标 3 工标 4 完标 5 其他","委托日期,2011-12-22 00:00:00","建筑地址,金筑街588号","鉴定机构","图斑ID,3205080016109","区域名称 姑苏","房屋类型,示例：1","鉴定报告访问地址","报告文件2","鉴定类型:1 安全性鉴定 2 危房性鉴定 3 其他","是否解危 1 已解危， !=1 未解危","鉴定结论","正式鉴定日期,2011-12-27 00:00:00","建筑名称","街道名称,示例：白洋湾街道","报告生成日期,2011-12-27 13:40:44","房间号码","区域ID,示例：320508","报告编号,示例：苏房安鉴[2011]金咨B字第10号","项目名称,示例：金筑街588号","街道ID","creator","create_time","updater","update_time","tenant_id","deleted"
2004125595854901250,"2","2022-12-26 14:19:06",(22)增上29号周月坤,"","3205090435202",吴江,"2","","","2","0",D,"","",平望镇,"","","","",(22)增上29号周月坤_,"",,2025-12-25 17:42:31.561,,2025-12-25 17:42:31.561,,0
2004125596752482305,"2","2022-12-26 14:19:06",(21)厍上15号吕云飞,"","3205090435016",吴江,"2","","","2","0",D,"","",平望镇,"","","","",(21)厍上15号吕云飞_,"",,2025-12-25 17:42:31.775,,2025-12-25 17:42:31.775,,0
2004125605027844097,"2","2022-12-26 14:19:06",(１７)横花浜8号金晓东,"","3205090198069",吴江,"2","","","2","0",D,"","",平望镇,"","","","",(１７)横花浜8号金晓东_,"",,2025-12-25 17:42:33.749,,2025-12-25 17:42:33.749,,0
2004125611164110849,"2","2022-12-26 14:19:06","1组盛家港张永生","","3205090195806",吴江,"2","","","2","0",D,"","",平望镇,"","","","","1组盛家港张永生_","",,2025-12-25 17:42:35.211,,2025-12-25 17:42:35.211,,0
2004125613525504001,"3","2024-12-10 00:00:00",北联村委会35组裴厍路9号,苏州恒信建设技术开发检测有限公司,"3205090414174",吴江,"1","","","1","",二,"",苏州三港农副产品有限公司配送仓储房屋,同里镇,"2025-09-02 00:00:00","","320509",【吴江】苏鉴字第010号2502138,苏州三港农副产品有限公司配送仓储房屋,"",,2025-12-25 17:42:35.774,,2025-12-25 17:42:35.774,,0
2004125619217174530,"1","2023-03-07 00:00:00",众安桥村委会15组北横港路109号,苏州科建建设工程质量检测有限公司,"3205090186448",吴江,"2","","","1","",Bsu,"",供销社,震泽镇,"2023-03-17 00:00:00","","320509",【吴江】苏鉴字第009号2300276,供销社,"",,2025-12-25 17:42:37.131,,2025-12-25 17:42:37.131,,0
2004125626364268545,"","2022-05-30 00:00:00",龙惠花苑37幢303室,"","3205050007591",虎丘,"1","","","3","","","","","","2022-05-30 11:01:45","","320505",苏房安鉴[2022]意A内字第1850号,龙惠花苑37幢303室,"",,2025-12-25 17:42:38.835,,2025-12-25 17:42:38.835,,0
2004125628067155969,"","2007-11-20 00:00:00",名佳花园1幢507室,"","3205050030136",虎丘,"1","","","3","","","2007-11-26 00:00:00","","","2007-11-26 13:04:32","","320505",苏房鉴处[2007]装咨A字第2993号,名佳花园1幢507室,"",,2025-12-25 17:42:39.242,,2025-12-25 17:42:39.242,,0
2004125628989902850,"","2022-09-20 00:00:00",苏州市相城区阳澄湖镇莲花村（2）莲花垛97号,江苏煜顺工程检测技术服务有限公司,"3205070128686",相城,"2","","","1","0","","",相城阳澄湖度假区海明饭店安全性鉴定——主房,"","","","320507","",相城阳澄湖度假区海明饭店安全性鉴定——主房,"",,2025-12-25 17:42:39.461,,2025-12-25 17:42:39.461,,0
2004125630982197250,"","2012-07-30 00:00:00",水秀苑80幢505室,"","3205050014734",虎丘,"1","","","3","","","2012-08-01 00:00:00","","","2012-08-01 13:04:43","","320505",苏房安鉴[2012]改A字第2164号,水秀苑80幢505室,"",,2025-12-25 17:42:39.937,,2025-12-25 17:42:39.937,,0
2004125630982197251,"","2012-04-28 00:00:00",水秀苑80幢1805室,"","3205050014734",虎丘,"1","","","3","","","2012-05-03 00:00:00","","","2012-05-03 16:38:39","","320505",苏房安鉴[2012]改A字第1105号,水秀苑80幢1805室,"",,2025-12-25 17:42:39.938,,2025-12-25 17:42:39.938,,0
2004125630982197252,"","2012-01-13 00:00:00",水秀苑80幢1605室,"","3205050014734",虎丘,"1","","","3","","","2012-01-18 00:00:00","","","2012-01-18 09:07:41","","320505",苏房安鉴[2012]改B字第97号,水秀苑80幢1605室,"",,2025-12-25 17:42:39.939,,2025-12-25 17:42:39.939,,0
2004125630982197253,"","2014-05-22 00:00:00",水秀苑80幢1504室,"","3205050014734",虎丘,"1","","","3","","","2014-05-23 00:00:00","","","2014-05-23 16:29:59","","320505",苏房安鉴[2014]改A字第2539号,水秀苑80幢1504室,"",,2025-12-25 17:42:39.939,,2025-12-25 17:42:39.939,,0
2004125630982197254,"","2013-03-28 00:00:00",水秀苑80幢1104室,"","3205050014734",虎丘,"1","","","3","","","2013-03-29 00:00:00","","","2013-03-29 14:15:57","","320505",苏房安鉴[2013]改A字第940号,水秀苑80幢1104室,"",,2025-12-25 17:42:39.939,,2025-12-25 17:42:39.939,,0
2004125630982197255,"","2013-05-09 00:00:00",水秀苑80幢506室,"","3205050014734",虎丘,"1","","","3","","","2013-05-14 00:00:00","","","2013-05-15 16:17:39","","320505",苏房安鉴[2013]改B字第2887号,水秀苑80幢506室,"",,2025-12-25 17:42:39.940,,2025-12-25 17:42:39.940,,0
2004125630982197256,"","2012-09-12 00:00:00",水秀苑80幢1705室,"","3205050014734",虎丘,"1","","","3","","","2012-09-20 00:00:00","","","2012-09-21 12:49:29","","320505",苏房安鉴[2012]改A字第2708号,水秀苑80幢1705室,"",,2025-12-25 17:42:39.940,,2025-12-25 17:42:39.940,,0
2004125630982197257,"","2012-09-12 00:00:00",水秀苑80幢806室,"","3205050014734",虎丘,"1","","","3","","","2012-09-20 00:00:00","","","2012-09-21 12:52:06","","320505",苏房安鉴[2012]改A字第2709号,水秀苑80幢806室,"",,2025-12-25 17:42:39.940,,2025-12-25 17:42:39.940,,0
2004125630982197258,"","2013-12-04 00:00:00",水秀苑80幢1004室,"","3205050014734",虎丘,"1","","","3","","","2013-12-05 00:00:00","","","2013-12-05 09:20:41","","320505",苏房安鉴[2013]改B字第6401号,水秀苑80幢1004室,"",,2025-12-25 17:42:39.941,,2025-12-25 17:42:39.941,,0
2004125630982197259,"","2012-04-01 00:00:00",水秀苑80幢706室,"","3205050014734",虎丘,"1","","","3","","","2012-04-09 00:00:00","","","2012-04-09 09:26:01","","320505",苏房安鉴[2012]改A字第799号,水秀苑80幢706室,"",,2025-12-25 17:42:39.941,,2025-12-25 17:42:39.941,,0
2004125630982197260,"","2012-07-30 00:00:00",水秀苑80幢305室,"","3205050014734",虎丘,"1","","","3","","","2012-08-01 00:00:00","","","2012-08-01 13:05:01","","320505",苏房安鉴[2012]改A字第2165号,水秀苑80幢305室,"",,2025-12-25 17:42:39.941,,2025-12-25 17:42:39.941,,0
2004125630982197261,"","2013-03-04 00:00:00",水秀苑80幢501室,"","3205050014734",虎丘,"1","","","3","","","2013-03-04 00:00:00","","","2013-03-04 15:18:39","","320505",苏房安鉴[2013]改A字第421号,水秀苑80幢501室,"",,2025-12-25 17:42:39.942,,2025-12-25 17:42:39.942,,0
2004125630982197262,"","2012-02-28 00:00:00",水秀苑80幢1005室,"","3205050014734",虎丘,"1","","","3","","","2012-03-01 00:00:00","","","2012-03-02 09:35:07","","320505",苏房安鉴[2012]改B字第532号,水秀苑80幢1005室,"",,2025-12-25 17:42:39.942,,2025-12-25 17:42:39.942,,0
2004125630982197263,"","2012-07-24 00:00:00",水秀苑80幢704室,"","3205050014734",虎丘,"1","","","3","","","2012-07-25 00:00:00","","","2012-07-25 16:08:21","","320505",苏房安鉴[2012]改A字第2111号,水秀苑80幢704室,"",,2025-12-25 17:42:39.942,,2025-12-25 17:42:39.942,,0
2004125630982197264,"","2013-03-15 00:00:00",水秀苑80幢1304室,"","3205050014734",虎丘,"1","","","3","","","2013-03-18 00:00:00","","","2013-03-22 16:34:57","","320505",苏房安鉴[2013]改A字第713号,水秀苑80幢1304室,"",,2025-12-25 17:42:39.943,,2025-12-25 17:42:39.943,,0
2004125630982197265,"","2012-05-21 00:00:00",水秀苑80幢804室,"","3205050014734",虎丘,"1","","","3","","","2012-05-23 00:00:00","","","2012-05-23 17:15:09","","320505",苏房安鉴[2012]改B字第1342号,水秀苑80幢804室,"",,2025-12-25 17:42:39.943,,2025-12-25 17:42:39.943,,0
2004125630982197266,"","2012-08-28 00:00:00",水秀苑80幢1201室,"","3205050014734",虎丘,"1","","","3","","","2012-08-30 00:00:00","","","2012-08-30 14:43:30","","320505",苏房安鉴[2012]改A字第2471号,水秀苑80幢1201室,"",,2025-12-25 17:42:39.943,,2025-12-25 17:42:39.943,,0
2004125631401627650,"","2023-02-10 00:00:00",清水村委会3组潘家浜路25-2号,常州市建筑科学研究院集团股份有限公司,"3205070129801",相城,"2","","","1","","","",苏州市相城区潘家浜25#,度假区（阳澄湖镇）,"","","320507","",苏州市相城区潘家浜25#,"",,2025-12-25 17:42:40.036,,2025-12-25 17:42:40.036,,0
2004125633066766337,"","2019-08-19 00:00:00",景运家园7幢204室,"","3205080015024",姑苏,"1","","","3","","","2019-08-28 00:00:00","","","2019-08-28 11:04:22","","320508",苏房安鉴[2019]意B维字第382号,景运家园7幢204室,"",,2025-12-25 17:42:40.434,,2025-12-25 17:42:40.434,,0
2004125633070960642,"","2019-04-15 00:00:00",景运家园7幢406室,"","3205080015024",姑苏,"1","","","3","","","2019-04-19 00:00:00","","","2019-04-19 14:14:06","","320508",苏房安鉴[2019]咨B用字第109号,景运家园7幢406室,"",,2025-12-25 17:42:40.435,,2025-12-25 17:42:40.435,,0
2004125633075154945,"","2021-12-03 10:38:27",虎池路1680号金筑家园8幢1701室,"","3205080000280",姑苏,"1","","","3","","","2021-12-31 00:00:00","","","2021-12-31 09:57:00","","320508",苏房安鉴[2021]意A维字第2130号,虎池路1680号金筑家园8幢1701室,"",,2025-12-25 17:42:40.435,,2025-12-25 17:42:40.435,,0
2004125633075154946,"","2019-09-05 00:00:00",景运家园7幢205室,"","3205080015024",姑苏,"1","","","3","","","2019-09-09 00:00:00","","","2019-09-09 14:56:32","","320508",苏房安鉴[2019]意A维字第364号,景运家园7幢205室,"",,2025-12-25 17:42:40.435,,2025-12-25 17:42:40.435,,0
2004125633075154947,"","2020-05-09 00:00:00",景运家园7幢402室,"","3205080015024",姑苏,"1","","","3","","","2020-05-12 00:00:00","","","2020-05-12 11:19:31","","320508",苏房安鉴[2020]意B维字第94号,景运家园7幢402室,"",,2025-12-25 17:42:40.436,,2025-12-25 17:42:40.436,,0
1991321596382580738,"1","2022-08-13 00:00:00",苏州市姑苏区太湖西路1177号,江苏省建筑工程质量检测中心有限公司,"3205080087659",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/af75600d-9cae-44ed-a4d5-f38051ec3149/20221013/wu_1gf82v4d11295vvjn9j1uro9vp8.pdf,"","1","0",Asu,"",龙湖冠寓（太湖西路项目）所在单体,吴门桥街道,"2022-10-13 00:00:00","","320508",【姑苏】苏鉴字第012号2200263,龙湖冠寓（太湖西路项目）所在单体,"",,2025-11-20 09:44:00.201,,2025-11-20 09:44:00.201,,0
2004125633079349249,"","2019-06-17 00:00:00",景运家园7幢102室,"","3205080015024",姑苏,"1","","","3","","","2019-06-26 00:00:00","","","2019-06-26 14:00:05","","320508",苏房安鉴[2019]咨A用字第237号,景运家园7幢102室,"",,2025-12-25 17:42:40.436,,2025-12-25 17:42:40.436,,0
1991321603613560833,"1","2025-05-07 00:00:00",苏州市姑苏区吴中西路888 号,苏州市建设工程质量检测中心有限公司,"3205080005472",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/3a652cab-fc4d-4257-84d4-8caabd1b1399/20250512/wu_1ir1q4cpfkpfsavnud1fcfiqm8.pdf,"","1","",Bsu,"",吴中西路888号-主楼,吴门桥街道,"2025-05-12 00:00:00","","320508",【姑苏】苏鉴字第001号2500586,吴中西路888号-主楼,"",,2025-11-20 09:44:01.925,,2025-11-20 09:44:01.925,,0
2004125633079349250,"","2019-07-17 00:00:00",景运家园7幢302室,"","3205080015024",姑苏,"1","","","3","","","2019-07-22 00:00:00","","","2019-07-22 13:47:23","","320508",苏房安鉴[2019]意A维字第282号,景运家园7幢302室,"",,2025-12-25 17:42:40.436,,2025-12-25 17:42:40.436,,0
2004125633079349251,"","2019-06-10 00:00:00",景运家园7幢202室,"","3205080015024",姑苏,"1","","","3","","","2019-06-17 00:00:00","","","2019-06-17 16:24:36","","320508",苏房安鉴[2019]咨B用字第203号,景运家园7幢202室,"",,2025-12-25 17:42:40.437,,2025-12-25 17:42:40.437,,0
1991321615286308866,"1","2025-05-29 00:00:00",吴门桥派出所,苏州苏房房屋安全鉴定中心有限责任公司,"3205080022836",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/00a2232f-757d-4998-945c-f16e53534f77/20250601/wu_1islabf8g1p6719ctl9j1vaa3j68.pdf,"","1","",Bsu,"",苏州市姑苏区南门路1001号院内 6号房,吴门桥街道,"2025-06-01 00:00:00","","320508",【姑苏】苏鉴字第018号2500799,苏州市姑苏区南门路1001号院内 6号房,"",,2025-11-20 09:44:04.708,,2025-11-20 09:44:04.708,,0
1991321616183889922,"2","2023-09-26 00:00:00",南门路94号院内32-5号房屋,苏州苏房房屋安全鉴定中心有限责任公司,"3205080022831",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/00a2232f-757d-4998-945c-f16e53534f77/20241213/wu_1ieuporva105e6a7b6n1eimdl68.pdf,"","2","1",D,"",苏州市姑苏区南门路94号院内32-5号房屋,"","2024-05-09 00:00:00","","320508",【姑苏】苏鉴字第018号2401085,苏州市姑苏区南门路94号院内32-5号房屋,"",,2025-11-20 09:44:04.922,,2025-11-20 09:44:04.922,,0
2003347795631816706,"","2015-11-06 00:00:00",悦庭2幢601室,"","3205050030945",虎丘,"1","","","3","","","","","","2015-11-06 13:52:25","","320505",苏房安鉴[2015]内改A字第3003号,悦庭2幢601室,"",,2025-12-23 14:11:49.538,,2025-12-23 14:11:49.538,,0
2004125633083543554,"","2019-05-06 00:00:00",景运家园7幢401室,"","3205080015024",姑苏,"1","","","3","","","2019-05-13 00:00:00","","","2019-05-13 09:13:04","","320508",苏房安鉴[2019]咨B用字第157号,景运家园7幢401室,"",,2025-12-25 17:42:40.437,,2025-12-25 17:42:40.437,,0
2004125633083543555,"","2019-07-17 00:00:00",景运家园7幢504室,"","3205080015024",姑苏,"1","","","3","","","2019-07-22 00:00:00","","","2019-07-22 13:46:48","","320508",苏房安鉴[2019]意A维字第280号,景运家园7幢504室,"",,2025-12-25 17:42:40.437,,2025-12-25 17:42:40.437,,0
2004125633083543556,"","2019-06-17 00:00:00",景运家园7幢304室,"","3205080015024",姑苏,"1","","","3","","","2019-06-26 00:00:00","","","2019-06-26 14:00:31","","320508",苏房安鉴[2019]咨A用字第240号,景运家园7幢304室,"",,2025-12-25 17:42:40.438,,2025-12-25 17:42:40.438,,0
2004125633087737857,"","2019-06-17 00:00:00",景运家园7幢303室,"","3205080015024",姑苏,"1","","","3","","","2019-06-26 00:00:00","","","2019-06-26 13:59:58","","320508",苏房安鉴[2019]咨A用字第236号,景运家园7幢303室,"",,2025-12-25 17:42:40.438,,2025-12-25 17:42:40.438,,0
2004125633087737858,"1","2022-10-18 00:00:00",相城阳澄湖度假区莲花村（7）华荣甸23号,苏州中正工程检测有限公司,"3205070128215",相城,"2","","","1","0",Bsu,"",回忆饭店,"","2022-11-10 00:00:00","","320507",【相城】苏鉴字第005号2200612,回忆饭店,"",,2025-12-25 17:42:40.438,,2025-12-25 17:42:40.438,,0
2004125633624608769,"","2021-09-13 08:54:17",苏和苑1幢1501室,"","3205080005457",姑苏,"1","","","3","","","2021-10-09 00:00:00","","","2021-10-12 10:51:39","","320508",苏房安鉴[2021]意A维字第1289号,苏和苑1幢1501室,"",,2025-12-25 17:42:40.566,,2025-12-25 17:42:40.566,,0
2005452667370049538,"1","2025-06-30 00:00:00",江苏省常熟市虞山街道环湖南路16号办公楼,江苏建研建设工程质量安全鉴定有限公司,"3205810686081",常熟,"1","","","1","",Bsu,"",常熟市尚湖钓鱼渚公园-办公楼,"","2025-10-10 00:00:00","","320581",【常熟】苏鉴字第015号2502140,常熟市尚湖钓鱼渚公园-办公楼,"",,2025-12-29 09:35:50.066,,2025-12-29 09:35:50.066,,0
2005452667734953986,"2","2024-04-30 00:00:00",姑苏区双福里10号,苏州苏房房屋安全鉴定中心有限责任公司,"3205080047079",姑苏,"1","","","2","1",C,"",姑苏区双福里10号,双塔街道,"2025-03-14 00:00:00","","320508","",姑苏区双福里10号,"",,2025-12-29 09:35:50.153,,2025-12-29 09:35:50.153,,0
2005452670717104130,"1","2025-05-20 00:00:00",书香春天2幢,吴江市建设工程质量检测中心有限公司,"3205090252802",吴江,"1","","","1","",Bsu,"",书香春天2幢,"","2025-07-15 00:00:00","","320509",【吴江】苏鉴字第017号2501139,书香春天2幢,"",,2025-12-29 09:35:50.864,,2025-12-29 09:35:50.864,,0
1991321621984612354,"1","2025-05-22 00:00:00",解放东路488号,苏州市建设工程质量检测中心有限公司,"3205080086274",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/3a652cab-fc4d-4257-84d4-8caabd1b1399/20251104/wu_1j973neba1rjb1bu11qhrat513d18.pdf,"","1","",Bsu,"",江苏省苏州市中级人民法院5#楼房屋安全鉴定,吴门桥街道,"2025-09-23 00:00:00","","320508",【姑苏】苏鉴字第001号2502094,江苏省苏州市中级人民法院5#楼房屋安全鉴定,"",,2025-11-20 09:44:06.305,,2025-11-20 09:44:06.305,,0
2005452670717104131,"1","2025-05-20 00:00:00",书香春天3幢,吴江市建设工程质量检测中心有限公司,"3205090252802",吴江,"1","","","1","",Bsu,"",书香春天3幢,震泽镇,"2025-07-20 00:00:00","","320509",【吴江】苏鉴字第017号2501140,书香春天3幢,"",,2025-12-29 09:35:50.865,,2025-12-29 09:35:50.865,,0
1991321631883169793,"1","2022-11-28 00:00:00",苏州市姑苏区南环西路65号,苏州市建设工程质量检测中心有限公司,"3205080008031",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/bce8cdf6-cb84-4ad5-b76a-babd4fd1fc14/20221129/wu_1gj1a2om11hg08iu9og1gmc1h6k8.pdf,"","1","0",Bsu,"",苏州申丞护理院2号楼,"","2022-11-29 00:00:00","","320508",【姑苏】苏鉴字第001号2200585,苏州申丞护理院2号楼,"",,2025-11-20 09:44:08.665,,2025-11-20 09:44:08.665,,0
2004125633628803074,"","2021-09-13 08:54:17",苏和苑1幢2203室,"","3205080005457",姑苏,"1","","","3","","","2021-10-09 00:00:00","","","2021-10-12 10:21:45","","320508",苏房安鉴[2021]意A维字第1274号,苏和苑1幢2203室,"",,2025-12-25 17:42:40.567,,2025-12-25 17:42:40.567,,0
2004125633628803075,"","2021-09-13 08:54:17",苏和苑1幢2501室,"","3205080005457",姑苏,"1","","","3","","","2021-09-30 00:00:00","","","2021-10-27 09:01:02","","320508",苏房安鉴[2021]意A维字第1373号,苏和苑1幢2501室,"",,2025-12-25 17:42:40.567,,2025-12-25 17:42:40.567,,0
2004125633628803076,"","2020-04-24 00:00:00",苏和苑1幢601室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:10:56","","320508",苏房安鉴[2020]意A维字第68号,苏和苑1幢601室,"",,2025-12-25 17:42:40.568,,2025-12-25 17:42:40.568,,0
2005452673657311234,"","2014-03-06 00:00:00",怡和花园2幢102室,"","3205710004376",园区,"1","","","3","","","2014-03-06 00:00:00","","","2014-03-06 14:14:01","","320571",苏房安鉴[2014]改B字第988号,怡和花园2幢102室,"",,2025-12-29 09:35:51.565,,2025-12-29 09:35:51.565,,0
2004125633632997378,"","2020-04-24 00:00:00",苏和苑1幢2403室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:11:21","","320508",苏房安鉴[2020]意A维字第71号,苏和苑1幢2403室,"",,2025-12-25 17:42:40.568,,2025-12-25 17:42:40.568,,0
1991322080124243969,"1","2025-09-16 00:00:00",江宙路农贸市场,苏州恒信建设技术开发检测有限公司,"3205080065184",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/cee3f9c2-81fe-4107-a32b-bb8cf2bc9dc2/20250929/wu_1j6ag8ml5rjforo1fpb1qu4dic8.pdf,"","1","","","",江宙路农贸市场改造提升项目（局部）安全鉴定,苏锦街道,"2025-09-28 00:00:00","","320508",【姑苏】苏鉴字第010号2502051,江宙路农贸市场改造提升项目（局部）安全鉴定,"",,2025-11-20 09:45:55.536,,2025-11-20 09:45:55.536,,0
2004125633632997379,"","2020-04-24 00:00:00",苏和苑1幢1801室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:10:36","","320508",苏房安鉴[2020]意A维字第65号,苏和苑1幢1801室,"",,2025-12-25 17:42:40.568,,2025-12-25 17:42:40.568,,0
2004125633632997380,"","2020-04-24 00:00:00",苏和苑1幢1402室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:11:13","","320508",苏房安鉴[2020]意A维字第70号,苏和苑1幢1402室,"",,2025-12-25 17:42:40.569,,2025-12-25 17:42:40.569,,0
2004125633637191682,"","2021-09-13 08:54:17",苏和苑1幢401室,"","3205080005457",姑苏,"1","","","3","","","2021-10-09 00:00:00","","","2021-10-12 10:52:42","","320508",苏房安鉴[2021]意A维字第1290号,苏和苑1幢401室,"",,2025-12-25 17:42:40.569,,2025-12-25 17:42:40.569,,0
2004125633637191683,"","2021-04-13 09:51:36",苏和苑1幢1001室,"","3205080005457",姑苏,"1","","","3","","","2021-04-22 00:00:00","","","2021-04-22 10:09:23","","320508",苏房安鉴[2021]意A维字第406号,苏和苑1幢1001室,"",,2025-12-25 17:42:40.569,,2025-12-25 17:42:40.569,,0
1991322097564160002,"1","2023-02-07 00:00:00",平泷路(广济南路-人民路),苏州苏房房屋安全鉴定中心有限责任公司,"3205080002584",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/00a2232f-757d-4998-945c-f16e53534f77/20240802/wu_1i48icifs1pgd1k8me3c1jjcdkm8.pdf,"","1","",Asu,"",苏州市平泷路（广济南路-人民路）地下空间,"","2023-03-10 00:00:00","","320508",【姑苏】苏鉴字第018号2300254,苏州市平泷路（广济南路-人民路）地下空间,"",,2025-11-20 09:45:59.692,,2025-11-20 09:45:59.692,,0
1991322099699060738,"","2018-11-15 00:00:00",大观花园44幢102室,"","3205080006163",姑苏,"1",http://218.4.84.173:8199/identify-report/1319938D-9D25-40BD-B124-8420256A24AC.pdf,"","3","","","2018-11-26 00:00:00","","","2018-11-26 14:24:12","","320508",苏房安鉴[2018]咨A用字第338号,大观花园44幢102室,"",,2025-11-20 09:46:00.201,,2025-11-20 09:46:00.201,,0
2004125633637191684,"","2020-04-24 00:00:00",苏和苑1幢1203室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:11:04","","320508",苏房安鉴[2020]意A维字第69号,苏和苑1幢1203室,"",,2025-12-25 17:42:40.570,,2025-12-25 17:42:40.570,,0
2004125633641385986,"","2020-04-24 00:00:00",苏和苑1幢2201室,"","3205080005457",姑苏,"1","","","3","","","2020-04-29 00:00:00","","","2020-04-29 11:10:48","","320508",苏房安鉴[2020]意A维字第66号,苏和苑1幢2201室,"",,2025-12-25 17:42:40.570,,2025-12-25 17:42:40.570,,0
2004125633641385987,"","2021-09-13 08:54:17",苏和苑1幢2603室,"","3205080005457",姑苏,"1","","","3","","","2021-11-30 00:00:00","","","2021-11-30 09:08:27","","320508",苏房安鉴[2021]意A维字第1668号,苏和苑1幢2603室,"",,2025-12-25 17:42:40.570,,2025-12-25 17:42:40.570,,0
2004125633641385988,"","2021-09-13 08:54:17",苏和苑1幢2401室,"","3205080005457",姑苏,"1","","","3","","","2021-10-09 00:00:00","","","2021-10-12 10:20:40","","320508",苏房安鉴[2021]意A维字第1273号,苏和苑1幢2401室,"",,2025-12-25 17:42:40.571,,2025-12-25 17:42:40.571,,0
2004125633645580290,"","2015-05-29 00:00:00",苏和苑1幢802室,"","3205080005457",姑苏,"1","","","3","","","","","","2015-05-29 15:21:10","","320508",苏房安鉴[2015]内改B字第1259号,苏和苑1幢802室,"",,2025-12-25 17:42:40.571,,2025-12-25 17:42:40.571,,0
2005452673661505538,"","2013-04-02 00:00:00",怡和花园2幢101室,"","3205710004376",园区,"1","","","3","","","2013-04-07 00:00:00","","","2013-04-07 16:50:12","","320571",苏房安鉴[2013]改B字第2292号,怡和花园2幢101室,"",,2025-12-29 09:35:51.566,,2025-12-29 09:35:51.566,,0
2005452673665699841,"","2013-02-26 00:00:00",怡和花园2幢502室,"","3205710004376",园区,"1","","","3","","","2013-02-26 00:00:00","","","2013-02-27 11:48:35","","320571",苏房安鉴[2013]改B字第1095号,怡和花园2幢502室,"",,2025-12-29 09:35:51.567,,2025-12-29 09:35:51.567,,0
2005452677025337346,"2","2024-04-30 00:00:00",双福里5-1号房,苏州苏房房屋安全鉴定中心有限责任公司,"3205080046471",姑苏,"1","","","2","1",D,"",双福里5-1号房,双塔街道,"2025-02-25 00:00:00","","320508",【姑苏】苏鉴字第018号2401509,双福里5-1号房,"",,2025-12-29 09:35:52.368,,2025-12-29 09:35:52.368,,0
1991322099703255042,"","2018-11-15 00:00:00",大观花园44幢103室,"","3205080006163",姑苏,"1",http://218.4.84.173:8199/identify-report/D596D2C2-BF94-4172-B741-A4E837BA0E64.pdf,"","3","","","2018-11-26 00:00:00","","","2018-11-26 14:20:48","","320508",苏房安鉴[2018]咨A用字第333号,大观花园44幢103室,"",,2025-11-20 09:46:00.202,,2025-11-20 09:46:00.202,,0
1991322099703255043,"","2019-06-10 00:00:00",大观花园44幢110室,"","3205080006163",姑苏,"1",http://218.4.84.173:8199/identify-report/519C64FB-6557-4719-9F1B-4BC773CB5A85.pdf,"","3","","","2019-06-12 00:00:00","","","2019-06-12 09:27:25","","320508",苏房安鉴[2019]咨B用字第195号,大观花园44幢110室,"",,2025-11-20 09:46:00.202,,2025-11-20 09:46:00.202,,0
2004125633645580291,"","2021-04-13 09:51:36",苏和苑1幢1401室,"","3205080005457",姑苏,"1","","","3","","","2021-04-22 00:00:00","","","2021-04-22 09:54:44","","320508",苏房安鉴[2021]意A维字第392号,苏和苑1幢1401室,"",,2025-12-25 17:42:40.571,,2025-12-25 17:42:40.571,,0
2004125634002096129,"","2018-06-19 00:00:00",闻钟苑29幢303室,"","3205080000817",姑苏,"1","","","3","","","2018-07-09 00:00:00","","","2018-07-09 16:27:42","","320508",苏房安鉴[2018]咨B用字第244号,闻钟苑29幢303室,"",,2025-12-25 17:42:40.656,,2025-12-25 17:42:40.656,,0
2004125634006290434,"","2018-06-19 00:00:00",闻钟苑29幢502室,"","3205080000817",姑苏,"1","","","3","","","2018-07-20 00:00:00","","","2018-07-20 11:02:56","","320508",苏房安鉴[2018]咨B用字第262号,闻钟苑29幢502室,"",,2025-12-25 17:42:40.657,,2025-12-25 17:42:40.657,,0
2005452677713203202,"1","2024-12-18 00:00:00",舜新南路128--6,吴江市建设工程质量检测中心有限公司,"3205090051256",吴江,"1","","","1","","","","11#","","","","320509","","11#","",,2025-12-29 09:35:52.532,,2025-12-29 09:35:52.532,,0
2005452678124244994,"2","2021-01-01 17:15:34",新民村2-2号,"","3205080050480",姑苏,"1","","","2","0",D,"","",平江街道,"2021-07-06 00:00:00","","320508","",新民村2-2号_,"",,2025-12-29 09:35:52.630,,2025-12-29 09:35:52.630,,0
